State - Time (s), State - Stage, State - PX (m), State - PY (m), State - PZ (m), State - VX (m/s), State - VY (m/s), State - VZ (m/s), State - AX (m/s/s), State - AY (m/s/s), State - AZ (m/s/s), MAX-M10S - Lat, MAX-M10S - Lon, MAX-M10S - Alt (m), MAX-M10S - Disp X (m), MAX-M10S - Disp Y (m), MAX-M10S - Disp Z (m), MAX-M10S - Fix Quality, MAX-M10S - Time of Day, BMI088andLIS3MDL - AccX (m/s^2), BMI088andLIS3MDL - AccY (m/s^2), BMI088andLIS3MDL - AccZ (m/s^2), BMI088andLIS3MDL - GyroX (rad/s), BMI088andLIS3MDL - GyroY (rad/s), BMI088andLIS3MDL - GyroZ (rad/s), BMI088andLIS3MDL - MagX (uT), BMI088andLIS3MDL - MagY (uT), BMI088andLIS3MDL - MagZ (uT), BMI088andLIS3MDL - OriX, BMI088andLIS3MDL - OriY, BMI088andLIS3MDL - OriZ, BMI088andLIS3MDL - OriW, DPS310 - Pres (hPa), DPS310 - Temp (C), DPS310 - Alt ASL (m), DPS310 - Alt AGL (m), MS5611 - Pres (hPa), MS5611 - Temp (C), MS5611 - Alt ASL (m), MS5611 - Alt AGL (m)
        2383.019,             3, 41.241        , 565.432       , 2274.041      , 0.449           , 0.940           , -15.872         , 0.127             , -0.262            , -9.890            ,     39.0828343, -75.8687534   ,           2207.716, 40.916               , 565.291              , 2206.793             ,                      9, 08:54:27              , 0.007                          , 0.129                          , -0.273                         , 0.102                           , 0.119                           , 0.675                           , 368.000                     , 581.000                     , -14107.000                  , -0.311                 , -0.428                 , -0.677                 , 0.512                  ,             777.209,            12.170, 2180.507            , 2286.453            ,             777.380,            14.060, 2178.743            , 2284.881
        2383.070,             3, 41.246        , 567.275       , 2283.670      , 0.445           , 1.563           , -12.157         , 0.076             , -0.262            , -9.893            ,     39.0828371, -75.8687160   ,           2212.109, 41.227               , 568.527              , 2211.187             ,                      9, 13:54:27              , 0.022                          , 0.079                          , -0.273                         , 0.000                           , -0.028                          , 0.539                           , 368.000                     , 581.000                     , -14107.000                  , -0.317                 , -0.424                 , -0.669                 , 0.521                  ,             776.942,            12.184, 2183.265            , 2289.210            ,             777.010,            14.020, 2182.559            , 2288.698
        2383.121,             3, 41.270        , 567.907       , 2285.487      , 0.450           , 1.672           , -12.224         , 0.126             , -0.291            , -9.962            ,     39.0828371, -75.8687160   ,           2212.109, 41.227               , 568.527              , 2211.187             ,                      9, 08:54:27              , -0.036                         , 0.115                          , -0.330                         , 0.047                           , -0.051                          , 0.720                           , 346.000                     , 438.000                     , -14152.000                  , -0.325                 , -0.419                 , -0.659                 , 0.533                  ,             776.941,            12.176, 2183.272            , 2289.218            ,             776.930,            14.050, 2183.384            , 2289.523
        2383.172,             3, 41.306        , 568.311       , 2286.867      , 0.465           , 1.664           , -12.746         , 0.167             , -0.270            , -10.019           ,     39.0828371, -75.8687160   ,           2212.109, 41.227               , 568.527              , 2211.187             ,                      9, 03:54:27              , -0.101                         , 0.144                          , -0.338                         , 0.066                           , -0.100                          , 0.656                           , 346.000                     , 438.000                     , -14152.000                  , -0.333                 , -0.417                 , -0.649                 , 0.543                  ,             776.681,            12.170, 2185.949            , 2291.895            ,             776.730,            14.040, 2185.448            , 2291.587
        2383.223,             3, 41.435        , 569.724       , 2288.205      , 0.485           , 2.015           , -13.183         , 0.053             , -0.162            , -9.967            ,     39.0828394, -75.8686784   ,           2216.350, 41.483               , 571.780              , 2215.427             ,                      9, 13:54:28              , -0.079                         , 0.036                          , -0.215                         , 0.058                           , -0.032                          , 0.552                           , 350.000                     , 308.000                     , -14119.000                  , -0.338                 , -0.413                 , -0.640                 , 0.552                  ,             776.418,            12.180, 2188.667            , 2294.612            ,             776.490,            14.050, 2187.925            , 2294.064
        2383.274,             3, 41.541        , 570.781       , 2288.604      , 0.495           , 2.156           , -13.639         , 0.087             , -0.354            , -10.014           ,     39.0828394, -75.8686784   ,           2216.350, 41.483               , 571.780              , 2215.427             ,                      9, 08:54:28              , -0.043                         , 0.072                          , -0.409                         , 0.049                           , -0.064                          , 0.650                           , 350.000                     , 308.000                     , -14119.000                  , -0.345                 , -0.409                 , -0.630                 , 0.562                  ,             776.418,            12.180, 2188.667            , 2294.612            ,             776.400,            14.040, 2188.854            , 2294.992
        2383.325,             3, 41.624        , 571.584       , 2289.781      , 0.469           , 2.162           , -13.022         , 0.054             , -0.171            , -9.949            ,     39.0828394, -75.8686784   ,           2216.350, 41.483               , 571.780              , 2215.427             ,                      9, 03:54:28              , -0.057                         , 0.043                          , -0.215                         , 0.047                           , -0.040                          , 0.718                           , 311.000                     , 177.000                     , -14113.000                  , -0.352                 , -0.404                 , -0.619                 , 0.573                  ,             776.165,            12.185, 2191.279            , 2297.225            ,             776.180,            14.040, 2191.125            , 2297.264
        2383.376,             3, 41.903        , 574.723       , 2291.821      , 0.561           , 3.518           , -11.553         , 0.091             , -0.150            , -9.976            ,     39.0828445, -75.8686033   ,           2224.479, 42.049               , 578.278              , 2223.556             ,                      9, 13:54:28              , -0.093                         , 0.079                          , -0.208                         , 0.126                           , -0.126                          , 0.665                           , 311.000                     , 177.000                     , -14113.000                  , -0.359                 , -0.402                 , -0.607                 , 0.584                  ,             775.915,            12.172, 2193.865            , 2299.811            ,             776.000,            14.040, 2192.984            , 2299.123
        2383.427,             3, 42.102        , 577.105       , 2294.587      , 0.539           , 3.992           , -9.864          , 0.007             , -0.183            , -9.893            ,     39.0828445, -75.8686033   ,           2224.479, 42.049               , 578.278              , 2223.556             ,                      9, 08:54:28              , 0.000                          , 0.000                          , -0.201                         , 0.051                           , -0.089                          , 0.735                           , 326.000                     , 28.000                      , -14123.000                  , -0.367                 , -0.398                 , -0.595                 , 0.594                  ,             775.662,            12.172, 2196.474            , 2302.419            ,             775.700,            14.030, 2196.082            , 2302.221
        2383.478,             3, 42.360        , 580.159       , 2297.613      , 0.576           , 4.565           , -8.729          , 0.090             , -0.269            , -9.887            ,     39.0828472, -75.8685659   ,           2228.514, 42.349               , 581.514              , 2227.592             ,                      9, 13:54:28              , 0.043                          , 0.079                          , -0.280                         , 0.032                           , -0.015                          , 0.882                           , 326.000                     , 28.000                      , -14123.000                  , -0.376                 , -0.390                 , -0.581                 , 0.607                  ,             775.425,            12.172, 2198.926            , 2304.872            ,             775.600,            14.040, 2197.116            , 2303.254
        2383.529,             3, 42.664        , 583.607       , 2299.134      , 0.652           , 5.065           , -9.323          , 0.171             , -0.182            , -10.002           ,     39.0828498, -75.8685289   ,           2232.533, 42.637               , 584.716              , 2231.611             ,                      9, 13:54:28              , -0.093                         , 0.165                          , -0.251                         , 0.072                           , -0.170                          , 0.580                           , 339.000                     , -136.000                    , -14172.000                  , -0.382                 , -0.388                 , -0.570                 , 0.615                  ,             775.425,            12.179, 2198.919            , 2304.864            ,             775.390,            14.040, 2199.285            , 2305.424
        2383.580,             3, 42.842        , 585.598       , 2300.923      , 0.570           , 4.423           , -9.845          , 0.047             , -0.289            , -9.844            ,     39.0828498, -75.8685289   ,           2232.533, 42.637               , 584.716              , 2231.611             ,                      9, 08:54:28              , 0.086                          , 0.029                          , -0.280                         , -0.032                          , -0.181                          , 0.718                           , 339.000                     , -136.000                    , -14172.000                  , -0.392                 , -0.384                 , -0.558                 , 0.623                  ,             775.188,            12.181, 2201.370            , 2307.316            ,             775.280,            14.050, 2200.422            , 2306.561
        2383.631,             3, 42.931        , 586.463       , 2302.785      , 0.549           , 3.300           , -10.537         , 0.213             , -0.314            , -9.911            ,     39.0828498, -75.8685289   ,           2232.533, 42.637               , 584.716              , 2231.611             ,                      9, 03:54:28              , 0.050                          , 0.194                          , -0.338                         , 0.064                           , -0.207                          , 0.513                           , 372.000                     , -247.000                    , -14136.000                  , -0.399                 , -0.383                 , -0.547                 , 0.628                  ,             774.952,            12.171, 2203.813            , 2309.759            ,             774.980,            14.040, 2203.523            , 2309.662
        2383.682,             3, 43.127        , 588.287       , 2304.563      , 0.514           , 2.914           , -11.354         , 0.086             , -0.325            , -9.899            ,     39.0828526, -75.8684913   ,           2236.297, 42.948               , 587.969              , 2235.375             ,                      9, 13:54:28              , 0.050                          , 0.065                          , -0.338                         , -0.019                          , -0.198                          , 0.648                           , 372.000                     , -247.000                    , -14136.000                  , -0.408                 , -0.379                 , -0.535                 , 0.635                  ,             774.724,            12.173, 2206.166            , 2312.112            ,             774.780,            14.030, 2205.590            , 2311.729
        2383.733,             3, 43.389        , 590.849       , 2306.248      , 0.595           , 2.967           , -12.222         , 0.216             , -0.225            , -9.897            ,     39.0828552, -75.8684531   ,           2239.891, 43.237               , 591.274              , 2238.969             ,                      9, 13:54:28              , 0.036                          , 0.201                          , -0.251                         , 0.066                           , -0.187                          , 0.424                           , 377.000                     , -363.000                    , -14176.000                  , -0.414                 , -0.379                 , -0.526                 , 0.640                  ,             774.499,            12.173, 2208.499            , 2314.445            ,             774.690,            14.040, 2206.521            , 2312.660
        2383.784,             3, 43.542        , 592.102       , 2306.439      , 0.562           , 2.306           , -13.763         , 0.156             , -0.306            , -9.893            ,     39.0828552, -75.8684531   ,           2239.891, 43.237               , 591.274              , 2238.969             ,                      9, 08:54:28              , 0.057                          , 0.129                          , -0.323                         , 0.098                           , -0.262                          , 0.492                           , 377.000                     , -363.000                    , -14176.000                  , -0.420                 , -0.379                 , -0.514                 , 0.645                  ,             774.499,            12.172, 2208.500            , 2314.446            ,             774.530,            14.050, 2208.176            , 2314.314
        2383.835,             3, 43.766        , 594.305       , 2307.289      , 0.556           , 2.325           , -14.588         , 0.138             , -0.139            , -9.831            ,     39.0828578, -75.8684150   ,           2243.474, 43.525               , 594.571              , 2242.552             ,                      9, 13:54:28              , 0.057                          , 0.122                          , -0.144                         , -0.190                          , -0.049                          , 0.665                           , 393.000                     , -539.000                    , -14152.000                  , -0.430                 , -0.370                 , -0.505                 , 0.651                  ,             774.271,            12.164, 2210.852            , 2316.798            ,             774.340,            14.050, 2210.141            , 2316.280
        2383.886,             3, 43.885        , 595.346       , 2308.516      , 0.554           , 1.844           , -15.127         , 0.204             , -0.100            , -9.821            ,     39.0828578, -75.8684150   ,           2243.474, 43.525               , 594.571              , 2242.552             ,                      9, 08:54:28              , 0.072                          , 0.187                          , -0.108                         , 0.040                           , -0.087                          , 0.445                           , 393.000                     , -539.000                    , -14152.000                  , -0.435                 , -0.367                 , -0.496                 , 0.656                  ,             774.059,            12.166, 2213.051            , 2318.996            ,             774.150,            14.050, 2212.107            , 2318.246
        2383.937,             3, 44.057        , 597.503       , 2309.996      , 0.493           , 1.887           , -15.592         , 0.097             , -0.161            , -9.879            ,     39.0828599, -75.8683767   ,           2246.823, 43.758               , 597.885              , 2245.900             ,                      9, 13:54:28              , 0.014                          , 0.086                          , -0.180                         , 0.049                           , -0.094                          , 0.545                           , 452.000                     , -650.000                    , -14142.000                  , -0.440                 , -0.364                 , -0.486                 , 0.662                  ,             773.843,            12.166, 2215.285            , 2321.231            ,             773.980,            14.040, 2213.866            , 2320.005
        2383.988,             3, 44.124        , 598.456       , 2310.140      , 0.456           , 1.312           , -16.708         , 0.150             , -0.289            , -9.958            ,     39.0828599, -75.8683767   ,           2246.823, 43.758               , 597.885              , 2245.900             ,                      9, 08:54:28              , 0.000                          , 0.136                          , -0.330                         , 0.102                           , -0.124                          , 0.539                           , 452.000                     , -650.000                    , -14142.000                  , -0.445                 , -0.361                 , -0.474                 , 0.669                  ,             773.844,            12.173, 2215.278            , 2321.224            ,             773.930,            14.050, 2214.384            , 2320.523
        2384.039,             3, 44.296        , 600.566       , 2311.023      , 0.535           , 1.397           , -17.137         , 0.226             , -0.225            , -9.844            ,     39.0828620, -75.8683385   ,           2250.084, 43.992               , 601.190              , 2249.162             ,                      9, 13:54:28              , 0.108                          , 0.187                          , -0.237                         , 0.055                           , -0.145                          , 0.454                           , 505.000                     , -798.000                    , -14241.000                  , -0.450                 , -0.359                 , -0.465                 , 0.673                  ,             773.634,            12.173, 2217.446            , 2323.392            ,             773.640,            14.040, 2217.385            , 2323.524
        2384.090,             3, 44.137        , 600.985       , 2320.091      , 0.481           , 1.478           , -13.708         , 0.230             , -0.274            , -9.871            ,     39.0828620, -75.8683385   ,           2250.084, 43.992               , 601.190              , 2249.162             ,                      9, 08:54:28              , 0.101                          , 0.187                          , -0.294                         , 0.055                           , -0.215                          , 0.398                           , 505.000                     , -798.000                    , -14241.000                  , -0.455                 , -0.359                 , -0.455                 , 0.677                  ,             773.430,            12.175, 2219.557            , 2325.502            ,             773.600,            14.050, 2217.800            , 2323.939
        2384.141,             3, 44.116        , 601.191       , 2322.594      , 0.476           , 1.442           , -13.544         , 0.166             , -0.253            , -9.833            ,     39.0828620, -75.8683385   ,           2250.084, 43.992               , 601.190              , 2249.162             ,                      9, 03:54:28              , 0.108                          , 0.115                          , -0.259                         , 0.077                           , -0.207                          , 0.539                           , 542.000                     , -936.000                    , -14136.000                  , -0.461                 , -0.357                 , -0.443                 , 0.682                  ,             773.233,            12.175, 2221.602            , 2327.548            ,             773.470,            14.050, 2219.146            , 2325.285
        2384.192,             3, 44.220        , 602.542       , 2323.952      , 0.521           , 1.750           , -14.013         , 0.222             , -0.234            , -9.868            ,     39.0828642, -75.8683009   ,           2253.354, 44.236               , 604.443              , 2252.431             ,                      9, 13:54:29              , 0.093                          , 0.180                          , -0.259                         , 0.032                           , -0.187                          , 0.528                           , 542.000                     , -936.000                    , -14136.000                  , -0.467                 , -0.354                 , -0.431                 , 0.686                  ,             773.037,            12.189, 2223.625            , 2329.571            ,             773.220,            14.040, 2221.735            , 2327.874
        2384.243,             3, 44.393        , 604.584       , 2324.125      , 0.585           , 2.315           , -14.768         , 0.199             , -0.231            , -9.837            ,     39.0828663, -75.8682634   ,           2256.449, 44.469               , 607.688              , 2255.527             ,                      9, 13:54:29              , 0.115                          , 0.144                          , -0.244                         , 0.021                           , -0.132                          , 0.754                           , 601.000                     , -1069.000                   , -14219.000                  , -0.474                 , -0.348                 , -0.416                 , 0.693                  ,             773.037,            12.184, 2223.629            , 2329.575            ,             773.080,            14.040, 2223.184            , 2329.323
        2384.294,             3, 44.539        , 606.104       , 2324.614      , 0.647           , 2.640           , -14.858         , 0.271             , -0.258            , -9.916            ,     39.0828663, -75.8682634   ,           2256.449, 44.469               , 607.688              , 2255.527             ,                      9, 08:54:29              , 0.086                          , 0.230                          , -0.302                         , 0.017                           , -0.262                          , 0.709                           , 601.000                     , -1069.000                   , -14219.000                  , -0.483                 , -0.344                 , -0.401                 , 0.698                  ,             772.845,            12.172, 2225.620            , 2331.566            ,             772.910,            14.040, 2224.946            , 2331.085
        2384.345,             3, 44.738        , 608.465       , 2325.619      , 0.690           , 3.349           , -14.018         , 0.181             , -0.299            , -9.858            ,     39.0828682, -75.8682259   ,           2259.485, 44.680               , 610.933              , 2258.562             ,                      9, 13:54:29              , 0.108                          , 0.115                          , -0.316                         , -0.064                          , -0.158                          , 0.701                           , 734.000                     , -1256.000                   , -14224.000                  , -0.492                 , -0.338                 , -0.387                 , 0.703                  ,             772.663,            12.181, 2227.502            , 2333.448            ,             772.790,            14.050, 2226.189            , 2332.328
        2384.396,             3, 44.881        , 610.243       , 2327.296      , 0.643           , 3.530           , -12.478         , 0.087             , -0.257            , -9.726            ,     39.0828682, -75.8682259   ,           2259.485, 44.680               , 610.933              , 2258.562             ,                      9, 08:54:29              , 0.165                          , -0.022                         , -0.230                         , 0.043                           , -0.143                          , 0.699                           , 734.000                     , -1256.000                   , -14224.000                  , -0.498                 , -0.332                 , -0.373                 , 0.709                  ,             772.481,            12.181, 2229.392            , 2335.337            ,             772.710,            14.050, 2227.018            , 2333.156
        2384.447,             3, 45.057        , 612.851       , 2328.495      , 0.659           , 4.094           , -11.678         , 0.215             , -0.146            , -9.877            ,     39.0828701, -75.8681885   ,           2262.492, 44.891               , 614.169              , 2261.570             ,                      9, 13:54:29              , 0.086                          , 0.180                          , -0.180                         , -0.043                          , -0.119                          , 0.735                           , 740.000                     , -1382.000                   , -14262.000                  , -0.506                 , -0.325                 , -0.358                 , 0.714                  ,             772.480,            12.171, 2229.402            , 2335.348            ,             772.550,            14.040, 2228.676            , 2334.815
        2384.498,             3, 45.164        , 614.544       , 2330.187      , 0.607           , 3.858           , -10.999         , 0.180             , -0.082            , -9.924            ,     39.0828701, -75.8681885   ,           2262.492, 44.891               , 614.169              , 2261.570             ,                      9, 08:54:29              , 0.022                          , 0.187                          , -0.129                         , 0.096                           , -0.215                          , 0.703                           , 740.000                     , -1382.000                   , -14262.000                  , -0.512                 , -0.320                 , -0.342                 , 0.720                  ,             772.304,            12.178, 2231.230            , 2337.176            ,             772.440,            14.060, 2229.816            , 2335.955
        2384.549,             3, 45.301        , 617.028       , 2332.023      , 0.557           , 3.972           , -10.736         , 0.123             , -0.185            , -9.874            ,     39.0828718, -75.8681508   ,           2265.365, 45.080               , 617.431              , 2264.442             ,                      9, 13:54:29              , 0.050                          , 0.086                          , -0.208                         , 0.126                           , -0.062                          , 0.797                           , 850.000                     , -1576.000                   , -14249.000                  , -0.516                 , -0.312                 , -0.326                 , 0.728                  ,             772.126,            12.170, 2233.074            , 2339.020            ,             772.270,            14.040, 2231.578            , 2337.717
        2384.600,             3, 45.364        , 618.394       , 2333.736      , 0.484           , 3.390           , -10.988         , 0.131             , -0.116            , -9.899            ,     39.0828718, -75.8681508   ,           2265.365, 45.080               , 617.431              , 2264.442             ,                      9, 08:54:29              , 0.029                          , 0.122                          , -0.151                         , 0.043                           , -0.151                          , 0.835                           , 850.000                     , -1576.000                   , -14249.000                  , -0.523                 , -0.304                 , -0.309                 , 0.734                  ,             771.953,            12.170, 2234.865            , 2340.811            ,             772.170,            14.060, 2232.615            , 2338.754
        2384.651,             3, 45.460        , 620.631       , 2335.176      , 0.410           , 3.307           , -11.663         , 0.060             , -0.178            , -9.956            ,     39.0828733, -75.8681131   ,           2268.146, 45.246               , 620.693              , 2267.223             ,                      9, 13:54:29              , -0.050                         , 0.086                          , -0.215                         , -0.019                          , -0.213                          , 0.658                           , 1060.000                    , -1723.000                   , -14253.000                  , -0.530                 , -0.300                 , -0.294                 , 0.737                  ,             771.789,            12.174, 2236.562            , 2342.508            ,             772.030,            14.060, 2234.067            , 2340.206
        2384.702,             3, 45.497        , 621.751       , 2335.358      , 0.367           , 2.713           , -13.028         , 0.123             , -0.068            , -9.914            ,     39.0828733, -75.8681131   ,           2268.146, 45.246               , 620.693              , 2267.223             ,                      9, 08:54:29              , 0.014                          , 0.136                          , -0.108                         , -0.019                          , -0.147                          , 0.844                           , 1060.000                    , -1723.000                   , -14253.000                  , -0.538                 , -0.291                 , -0.276                 , 0.741                  ,             771.790,            12.175, 2236.561            , 2342.507            ,             771.900,            14.060, 2235.415            , 2341.554
        2384.753,             3, 45.601        , 623.846       , 2335.802      , 0.392           , 2.640           , -13.972         , 0.161             , -0.153            , -9.855            ,     39.0828748, -75.8680757   ,           2270.758, 45.413               , 623.929              , 2269.835             ,                      9, 13:54:29              , 0.093                          , 0.101                          , -0.180                         , -0.053                          , -0.179                          , 0.773                           , 1148.000                    , -1834.000                   , -14348.000                  , -0.545                 , -0.283                 , -0.260                 , 0.745                  ,             771.633,            12.173, 2238.186            , 2344.132            ,             771.750,            14.040, 2236.971            , 2343.110
        2384.804,             3, 45.672        , 624.834       , 2336.494      , 0.425           , 2.050           , -14.716         , 0.204             , -0.164            , -9.927            ,     39.0828748, -75.8680757   ,           2270.758, 45.413               , 623.929              , 2269.835             ,                      9, 08:54:29              , 0.079                          , 0.172                          , -0.215                         , 0.051                           , -0.162                          , 0.769                           , 1148.000                    , -1834.000                   , -14348.000                  , -0.551                 , -0.276                 , -0.243                 , 0.749                  ,             771.470,            12.177, 2239.874            , 2345.820            ,             771.640,            14.060, 2238.112            , 2344.251
        2384.855,             3, 45.831        , 626.873       , 2337.292      , 0.391           , 2.105           , -15.276         , 0.071             , -0.088            , -9.831            ,     39.0828769, -75.8680387   ,           2273.242, 45.646               , 627.130              , 2272.320             ,                      9, 13:54:29              , 0.043                          , 0.036                          , -0.101                         , 0.000                           , -0.162                          , 0.750                           , 1294.000                    , -1966.000                   , -14370.000                  , -0.557                 , -0.269                 , -0.227                 , 0.752                  ,             771.319,            12.177, 2241.441            , 2347.387            ,             771.470,            14.040, 2239.876            , 2346.015
        2384.906,             3, 45.888        , 627.820       , 2337.179      , 0.297           , 1.583           , -16.279         , 0.031             , -0.190            , -9.902            ,     39.0828769, -75.8680387   ,           2273.242, 45.646               , 627.130              , 2272.320             ,                      9, 08:54:29              , -0.029                         , 0.036                          , -0.208                         , -0.162                          , -0.119                          , 0.778                           , 1294.000                    , -1966.000                   , -14370.000                  , -0.566                 , -0.259                 , -0.212                 , 0.754                  ,             771.319,            12.170, 2241.447            , 2347.393            ,             771.440,            14.060, 2240.187            , 2346.326
        2384.957,             3, 45.996        , 629.889       , 2337.537      , 0.217           , 1.802           , -16.870         , -0.015            , 0.008             , -9.921            ,     39.0828789, -75.8680020   ,           2275.673, 45.868               , 630.306              , 2274.750             ,                      9, 13:54:29              , -0.079                         , 0.079                          , -0.014                         , -0.164                          , -0.094                          , 0.773                           , 1489.000                    , -2116.000                   , -14410.000                  , -0.574                 , -0.249                 , -0.197                 , 0.755                  ,             771.174,            12.171, 2242.947            , 2348.893            ,             771.210,            14.030, 2242.574            , 2348.713
        2385.008,             3, 46.027        , 630.891       , 2338.236      , 0.193           , 1.472           , -17.149         , 0.056             , -0.032            , -9.790            ,     39.0828789, -75.8680020   ,           2275.673, 45.868               , 630.306              , 2274.750             ,                      9, 08:54:29              , 0.057                          , 0.007                          , -0.036                         , -0.077                          , -0.205                          , 0.567                           , 1489.000                    , -2116.000                   , -14410.000                  , -0.580                 , -0.245                 , -0.183                 , 0.755                  ,             771.030,            12.175, 2244.443            , 2350.389            ,             771.180,            14.040, 2242.885            , 2349.024
        2385.059,             3, 46.055        , 632.458       , 2346.836      , 0.196           , 2.005           , -13.765         , -0.056            , -0.063            , -9.840            ,     39.0828807, -75.8679650   ,           2278.063, 46.068               , 633.507              , 2277.140             ,                      9, 13:54:29              , -0.065                         , -0.022                         , -0.057                         , -0.072                          , -0.251                          , 0.697                           , 1632.000                    , -2189.000                   , -14496.000                  , -0.587                 , -0.239                 , -0.167                 , 0.755                  ,             770.891,            12.180, 2245.882            , 2351.828            ,             771.030,            14.050, 2244.442            , 2350.581
        2385.110,             3, 46.074        , 633.023       , 2348.358      , 0.212           , 2.114           , -13.813         , 0.152             , -0.019            , -9.915            ,     39.0828807, -75.8679650   ,           2278.063, 46.068               , 633.507              , 2277.140             ,                      9, 08:54:29              , 0.072                          , 0.158                          , -0.065                         , -0.040                          , -0.207                          , 0.669                           , 1632.000                    , -2189.000                   , -14496.000                  , -0.592                 , -0.233                 , -0.152                 , 0.756                  ,             770.891,            12.180, 2245.882            , 2351.828            ,             770.980,            14.060, 2244.962            , 2351.101
        2385.161,             3, 46.161        , 634.554       , 2349.024      , 0.238           , 2.461           , -14.425         , 0.064             , -0.181            , -9.851            ,     39.0828824, -75.8679278   ,           2280.312, 46.256               , 636.726              , 2279.389             ,                      9, 13:54:30              , 0.022                          , 0.022                          , -0.194                         , -0.136                          , -0.288                          , 0.550                           , 1840.000                    , -2326.000                   , -14522.000                  , -0.599                 , -0.229                 , -0.138                 , 0.755                  ,             770.755,            12.183, 2247.303            , 2353.249            ,             770.870,            14.040, 2246.104            , 2352.242
        2385.212,             3, 46.229        , 635.625       , 2349.343      , 0.278           , 2.621           , -15.099         , 0.163             , -0.189            , -9.818            ,     39.0828824, -75.8679278   ,           2280.312, 46.256               , 636.726              , 2279.389             ,                      9, 08:54:30              , 0.122                          , 0.036                          , -0.215                         , -0.051                          , -0.215                          , 0.639                           , 1840.000                    , -2326.000                   , -14522.000                  , -0.604                 , -0.224                 , -0.123                 , 0.755                  ,             770.622,            12.186, 2248.677            , 2354.623            ,             770.830,            14.060, 2246.519            , 2352.657
        2385.263,             3, 46.364        , 637.529       , 2349.586      , 0.336           , 3.136           , -15.383         , 0.120             , -0.140            , -9.937            ,     39.0828844, -75.8678908   ,           2282.479, 46.478               , 639.928              , 2281.556             ,                      9, 13:54:30              , 0.036                          , 0.129                          , -0.180                         , -0.092                          , -0.162                          , 0.978                           , 2053.000                    , -2406.000                   , -14548.000                  , -0.612                 , -0.212                 , -0.102                 , 0.755                  ,             770.495,            12.181, 2250.003            , 2355.949            ,             770.700,            14.040, 2247.869            , 2354.008
        2385.314,             3, 46.477        , 639.018       , 2349.479      , 0.376           , 3.393           , -15.243         , 0.125             , -0.062            , -9.909            ,     39.0828844, -75.8678908   ,           2282.479, 46.478               , 639.928              , 2281.556             ,                      9, 08:54:30              , 0.065                          , 0.122                          , -0.101                         , -0.053                          , -0.209                          , 0.831                           , 2053.000                    , -2406.000                   , -14548.000                  , -0.618                 , -0.203                 , -0.084                 , 0.755                  ,             770.495,            12.181, 2250.003            , 2355.949            ,             770.550,            14.030, 2249.427            , 2355.565
        2385.365,             3, 46.659        , 641.376       , 2350.039      , 0.428           , 4.047           , -14.179         , 0.076             , -0.082            , -9.848            ,     39.0828866, -75.8678538   ,           2284.541, 46.723               , 643.129              , 2283.618             ,                      9, 13:54:30              , 0.043                          , 0.043                          , -0.101                         , -0.013                          , -0.245                          , 0.793                           , 2236.000                    , -2447.000                   , -14604.000                  , -0.622                 , -0.195                 , -0.065                 , 0.755                  ,             770.366,            12.165, 2251.340            , 2357.286            ,             770.420,            14.030, 2250.777            , 2356.916
        2385.416,             3, 46.796        , 643.086       , 2351.214      , 0.458           , 4.042           , -12.788         , 0.154             , -0.060            , -9.927            ,     39.0828866, -75.8678538   ,           2284.541, 46.723               , 643.129              , 2283.618             ,                      9, 08:54:30              , 0.093                          , 0.144                          , -0.108                         , -0.117                          , -0.075                          , 0.793                           , 2236.000                    , -2447.000                   , -14604.000                  , -0.628                 , -0.184                 , -0.049                 , 0.754                  ,             770.242,            12.170, 2252.622            , 2358.568            ,             770.440,            14.040, 2250.569            , 2356.708
        2385.467,             3, 47.018        , 645.594       , 2352.684      , 0.517           , 4.387           , -11.647         , 0.135             , -0.077            , -9.779            ,     39.0828892, -75.8678168   ,           2286.563, 47.011               , 646.330              , 2285.640             ,                      9, 13:54:30              , 0.122                          , -0.007                         , -0.101                         , -0.034                          , -0.228                          , 0.629                           , 2414.000                    , -2470.000                   , -14617.000                  , -0.632                 , -0.178                 , -0.034                 , 0.753                  ,             770.129,            12.172, 2253.795            , 2359.741            ,             770.310,            14.050, 2251.920            , 2358.058
        2385.518,             3, 47.163        , 647.114       , 2354.117      , 0.513           , 3.910           , -11.227         , 0.150             , -0.104            , -9.935            ,     39.0828892, -75.8678168   ,           2286.563, 47.011               , 646.330              , 2285.640             ,                      9, 08:54:30              , 0.086                          , 0.136                          , -0.151                         , -0.126                          , -0.177                          , 0.652                           , 2414.000                    , -2470.000                   , -14617.000                  , -0.638                 , -0.171                 , -0.020                 , 0.751                  ,             770.021,            12.172, 2254.926            , 2360.872            ,             770.200,            14.040, 2253.062            , 2359.201
