SimTime,SimAlt,SimVel,State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),HITL_Barometer - Pres (hPa),HITL_Barometer - Temp (C),HITL_Barometer - Alt ASL (m),HITL_GPS - Lat (deg),HITL_GPS - Lon (deg),HITL_GPS - Alt (m),HITL_GPS - vN (m/s),HITL_GPS - vE (m/s),HITL_GPS - vD (m/s),HITL_GPS - Fix Quality,HITL_GPS - Time of Day,HITL_Accelerometer - Acc X (m/s^2),HITL_Accelerometer - Acc Y (m/s^2),HITL_Accelerometer - Acc Z (m/s^2),HITL_Gyroscope - Gyro X (rad/s),HITL_Gyroscope - Gyro Y (rad/s),HITL_Gyroscope - Gyro Z (rad/s),HITL_Magnetometer - Mag X (uT),HITL_Magnetometer - Mag Y (uT),HITL_Magnetometer - Mag Z (uT),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
39.72,2268.14,-18.62,58.288,4,39.204,-75.795,2268.623,0.741,0.539,-1.948,-0.382,-0.026,-9.918,2273.760,0.000,63.215,0.554,768.750,12.170,2268.139,39.0829646,-75.8667656,2299.250,0.000,0.000,0.000,8,00:00:00,0.057,0.244,-0.309,0.116,0.353,0.613,4530.000,2244.000,-17597.000,1.114,3.4,6.996,24.530,4.842
39.98,2266.68,-13.41,58.539,4,39.153,-75.782,2266.948,0.524,0.980,-4.839,-0.690,1.148,-10.248,2273.760,0.000,59.173,0.804,768.890,12.170,2266.683,39.0829700,-75.8666850,2297.170,0.000,0.000,0.000,8,00:00:00,0.108,-0.567,-1.286,0.040,0.194,0.809,4189.000,2642.000,-17780.000,0.186,0.6,0.366,24.568,4.848
40.24,2263.25,-6.09,58.833,4,39.140,-75.716,2263.229,0.574,1.958,-9.871,-2.225,2.151,-16.788,2273.760,0.000,53.626,1.098,769.220,12.180,2263.250,39.0829779,-75.8665642,2293.310,0.000,0.000,0.000,8,00:00:00,-3.139,2.112,-6.630,-0.245,0.762,0.951,3436.000,3107.000,-17955.000,0.100,0.3,0.317,24.564,4.842
40.5,2257.01,-2.3,59.082,4,39.094,-75.658,2257.454,-0.512,2.283,-15.835,-9.051,5.085,-12.150,2273.760,0.000,42.988,1.347,769.820,12.160,2257.011,39.0829831,-75.8664478,2289.170,0.000,0.000,0.000,8,00:00:00,6.587,-1.839,-8.153,0.328,0.447,0.980,2818.000,3147.000,-18549.000,0.053,0.2,0.125,24.571,4.848
40.76,2253.89,-3.98,59.376,4,38.917,-75.585,2253.195,-2.117,3.158,-18.644,-3.340,5.764,-13.452,2273.760,0.000,51.932,1.641,770.120,12.160,2253.894,39.0829874,-75.8663742,2286.270,0.000,0.000,0.000,8,00:00:00,-1.314,-1.695,-7.283,-0.824,-0.740,1.367,1888.000,3384.000,-18468.000,0.030,0.1,0.126,24.555,4.831
41.02,2252.86,-1.99,59.627,4,38.900,-75.486,2251.512,-1.640,4.028,-19.623,0.514,2.717,-17.390,2273.760,0.000,62.915,1.892,770.220,12.170,2252.855,39.0829942,-75.8662721,2281.200,0.000,0.000,0.000,8,00:00:00,-2.428,5.861,-4.985,-0.196,0.665,1.006,864.000,3461.000,-17980.000,0.011,0.0,-0.003,24.594,4.831
41.28,2247.04,-6.0,59.919,4,38.928,-75.514,2247.036,-1.606,2.838,-24.031,-2.700,-5.640,-20.272,2273.760,0.000,42.145,2.184,770.780,12.160,2247.038,39.0829975,-75.8662063,2277.770,0.000,0.000,0.000,8,00:00:00,6.192,9.115,-5.208,2.692,-0.122,-0.628,366.000,2814.000,-18688.000,0.010,0.0,0.010,24.591,4.842
41.54,2243.51,-9.71,60.172,4,38.903,-75.603,2241.724,-2.193,2.974,-26.108,-8.220,12.546,-13.157,2273.760,0.000,5.862,2.437,771.120,12.170,2243.508,39.0830061,-75.8661082,2273.180,0.000,0.000,0.000,8,00:00:00,1.853,-14.524,-4.669,1.368,-0.496,-0.407,1765.000,2908.000,-19175.000,0.010,0.0,-0.005,24.566,4.836
41.8,2238.42,-11.85,60.471,4,38.816,-75.350,2238.421,-2.615,6.004,-25.620,-0.435,8.002,-7.987,2273.760,0.000,26.414,2.736,771.610,12.180,2238.423,39.0830195,-75.8660145,2267.930,0.000,0.000,0.000,8,00:00:00,-1.767,-7.901,-1.415,-2.880,0.198,-0.682,2567.000,3072.000,-18868.000,0.010,0.0,0.007,24.566,4.836
42.06,2231.06,-4.44,60.858,4,38.869,-75.288,2230.045,-2.032,4.867,-29.606,-4.624,0.701,-26.802,2273.760,0.000,73.469,3.123,772.320,12.170,2231.060,39.0830247,-75.8659596,2264.270,0.000,0.000,0.000,8,00:00:00,-1.932,16.398,-6.163,-0.158,0.291,-1.619,1818.000,2961.000,-19129.000,0.010,0.0,-0.011,24.536,4.848
42.32,2222.05,-3.22,61.157,4,38.864,-75.412,2221.979,-2.067,4.463,-33.954,-0.621,9.014,-12.052,2273.760,0.000,46.000,3.422,773.190,12.170,2222.045,39.0830363,-75.8658778,2257.910,0.000,0.000,0.000,8,00:00:00,3.160,-3.556,-8.002,1.197,1.119,-1.883,3110.000,2439.000,-19278.000,0.010,0.0,-0.044,24.568,4.854
42.58,2216.97,-1.87,61.406,4,38.928,-75.290,2217.154,-1.295,6.511,-33.150,0.242,9.205,-8.918,2273.760,0.000,49.776,3.671,773.680,12.170,2216.971,39.0830464,-75.8658234,2253.350,0.000,0.000,0.000,8,00:00:00,5.445,-3.965,-6.342,-0.965,-1.147,-0.431,4354.000,977.000,-19330.000,0.009,0.0,0.002,24.557,4.831
42.84,2212.73,-2.03,61.704,4,38.995,-75.186,2211.346,-0.776,6.605,-34.676,-3.114,3.749,-25.008,2273.760,0.000,69.517,3.969,774.090,12.160,2212.728,39.0830529,-75.8657504,2246.490,0.000,0.000,0.000,8,00:00:00,-11.651,6.666,-8.634,-0.324,0.325,-0.936,3908.000,1483.000,-19461.000,0.009,0.0,-0.002,24.539,4.825
43.1,2203.83,-8.26,61.958,4,38.960,-75.295,2204.397,-1.307,5.048,-38.011,0.538,5.253,-10.422,2273.760,0.000,34.978,4.223,774.950,12.170,2203.833,39.0830562,-75.8656757,2239.280,0.000,0.000,0.000,8,00:00:00,3.929,-0.826,-3.484,0.897,2.880,-0.858,4132.000,194.000,-19605.000,0.009,0.0,-0.019,24.546,4.836
43.36,2200.01,3.26,62.250,4,39.012,-75.222,2198.745,-0.103,7.212,-36.821,6.586,11.318,-15.116,2273.760,0.000,19.999,4.515,775.320,12.170,2200.009,39.0830625,-75.8656262,2234.350,0.000,0.000,0.000,8,00:00:00,9.733,-6.170,-8.174,-0.902,-0.254,-0.351,4510.000,-1350.000,-18858.000,-0.020,-0.1,0.110,24.543,4.831
43.62,2194.95,-6.92,62.498,4,39.152,-75.164,2193.501,1.127,6.921,-36.357,-1.113,-0.297,-8.123,2273.760,0.000,32.936,4.763,775.810,12.170,2194.946,39.0830706,-75.8655818,2229.560,0.000,0.000,0.000,8,00:00:00,0.417,0.517,1.932,-1.834,-0.685,-0.064,3757.000,-1387.000,-19550.000,-0.026,-0.1,0.011,24.541,4.831
43.88,2217.39,14.27,62.788,4,38.916,-75.478,2207.423,-5.069,6.711,-14.996,-26.868,86.918,-14.918,2273.760,0.000,101.513,5.053,773.640,12.160,2217.385,39.0830775,-75.8655143,2222.430,0.000,0.000,0.000,8,00:00:00,22.604,-1.954,88.249,-11.944,3.183,-3.318,2471.000,-1143.000,-19953.000,-0.026,-0.1,0.001,24.575,4.842
44.14,2187.41,15.31,63.042,4,39.088,-74.869,2197.693,3.118,10.040,-30.166,26.589,-6.411,-35.032,2273.760,0.000,131.194,5.307,776.540,12.160,2187.409,39.0830839,-75.8654384,2213.910,0.000,0.000,0.000,8,00:00:00,6.989,4.058,36.317,-0.871,-7.153,-9.774,1995.000,-1561.000,-14052.000,-0.026,-0.1,-0.005,24.552,4.831
44.4,2175.34,-67.56,63.336,4,39.589,-75.410,2180.243,4.971,1.176,-40.189,-22.242,-22.698,-2.475,2273.760,0.000,60.598,5.601,777.710,12.140,2175.340,39.0830882,-75.8653670,2205.800,0.000,0.000,0.000,8,00:00:00,-2.780,8.979,31.231,-0.900,7.419,-6.749,1081.000,1920.000,-19946.000,-0.026,-0.1,-0.040,24.582,4.836
44.66,2187.93,-39.09,63.727,4,39.238,-75.441,2186.832,2.862,4.039,-15.386,43.733,-0.764,-35.486,2273.760,0.000,63.693,5.992,776.490,12.140,2187.925,39.0830871,-75.8653162,2202.090,0.000,0.000,0.000,8,00:00:00,-15.472,48.290,1.042,-2.617,0.730,-7.319,-436.000,-1025.000,-18620.000,-0.026,-0.1,0.036,24.603,4.848
44.92,2157.62,-23.78,64.021,4,39.742,-75.135,2167.943,7.424,6.875,-26.821,6.986,-25.317,8.145,2273.760,0.000,44.403,6.286,779.430,12.110,2157.625,39.0830938,-75.8652342,2193.850,0.000,0.000,0.000,8,00:00:00,9.194,12.793,27.640,4.429,6.960,3.113,-803.000,782.000,-18805.000,-0.025,-0.1,-0.015,24.610,4.842
45.18,2150.84,13.33,64.274,4,39.816,-75.613,2150.951,7.548,0.381,-42.160,4.773,-7.492,-34.429,2273.760,0.000,84.789,6.540,780.090,12.120,2150.836,39.0831065,-75.8651840,2187.540,0.000,0.000,0.000,8,00:00:00,-6.766,-25.269,-0.833,-1.989,-1.756,8.297,4455.000,-1343.000,-18931.000,-0.025,-0.1,0.026,24.621,4.836
45.44,2140.97,-26.02,64.565,4,39.687,-75.926,2139.847,4.766,-0.222,-46.813,-3.606,18.278,-14.079,2273.760,0.000,31.115,6.830,781.050,12.130,2140.969,39.0831056,-75.8651355,2181.820,0.000,0.000,0.000,8,00:00:00,12.484,14.452,0.783,1.904,3.841,3.997,2602.000,328.000,-20227.000,-0.025,-0.1,-0.001,24.623,4.836
45.7,2134.4,-14.2,64.819,4,39.647,-75.600,2134.419,6.370,3.812,-44.075,16.842,3.962,-10.928,2273.760,0.000,5.852,7.084,781.690,12.120,2134.397,39.0831121,-75.8650469,2172.980,0.000,0.000,0.000,8,00:00:00,-4.935,-16.621,0.007,0.017,-1.970,5.638,4792.000,689.000,-18790.000,-0.025,-0.1,-0.031,24.623,4.848
45.96,2128.14,0.15,65.113,4,39.921,-75.592,2127.986,9.281,1.452,-42.907,9.401,-14.881,-16.145,2273.760,0.000,18.139,7.378,782.300,12.110,2128.136,39.0831224,-75.8649998,2165.920,0.000,0.000,0.000,8,00:00:00,-6.443,16.844,-4.971,1.649,1.943,3.667,2445.000,3091.000,-18859.000,-0.025,-0.1,-0.042,24.619,4.842
46.22,2125.37,-1.35,65.371,4,39.911,-75.787,2124.067,7.556,0.741,-40.603,4.764,11.030,-23.433,2273.760,0.000,39.897,7.636,782.570,12.120,2125.367,39.0831393,-75.8649323,2156.090,0.000,0.000,0.000,8,00:00:00,-10.983,-11.888,-8.246,1.858,-0.957,3.461,1729.000,2117.000,-19788.000,-0.025,-0.1,-0.016,24.655,4.842
46.48,2118.8,-1.9,65.661,4,39.736,-75.662,2117.921,6.009,2.437,-42.743,1.690,3.050,-20.650,2273.760,0.000,34.030,7.927,783.210,12.120,2118.805,39.0831474,-75.8648844,2149.910,0.000,0.000,0.000,8,00:00:00,-7.779,-1.990,-8.074,-1.408,0.258,1.850,904.000,2244.000,-19486.000,-0.025,-0.1,-0.023,24.653,4.836
46.74,2109.48,-0.91,65.911,4,39.702,-75.622,2107.842,6.625,2.551,-46.181,12.865,2.378,-18.341,2273.760,0.000,26.642,8.176,784.120,12.130,2109.481,39.0831643,-75.8648193,2140.650,0.000,0.000,0.000,8,00:00:00,-4.037,12.836,-7.930,-0.079,0.158,0.410,-665.000,1186.000,-18804.000,-0.025,-0.1,-0.011,24.667,4.836
47.0,2097.41,-4.3,66.205,4,39.791,-75.597,2097.188,6.818,2.688,-48.693,-3.903,1.709,-19.170,2273.760,0.000,27.268,8.470,785.300,12.130,2097.405,39.0831785,-75.8647524,2131.200,0.000,0.000,0.000,8,00:00:00,-5.265,-5.911,-6.565,0.314,0.277,-0.696,-346.000,1137.000,-19307.000,-0.025,-0.1,0.017,24.651,4.854
47.26,2095.56,-2.49,66.597,4,39.617,-75.620,2092.946,4.220,1.725,-40.225,3.683,-2.526,-17.832,2273.760,0.000,28.245,8.862,785.480,12.130,2095.564,39.0831860,-75.8647075,2124.860,0.000,0.000,0.000,8,00:00:00,-1.803,1.839,-8.813,-0.677,-1.080,-0.764,-310.000,1476.000,-19269.000,-0.024,-0.1,0.025,24.662,4.831
47.52,2089.94,0.8,66.891,4,39.632,-75.725,2088.665,6.319,1.338,-38.660,11.474,4.055,-10.888,2273.760,0.000,53.037,9.156,786.030,12.120,2089.942,39.0831987,-75.8646383,2115.620,0.000,0.000,0.000,8,00:00:00,-9.517,7.571,-1.171,2.802,-0.411,-0.925,291.000,2676.000,-18837.000,-0.024,-0.1,-0.011,24.685,4.842
47.78,2094.34,1.44,67.141,4,39.711,-75.670,2090.459,6.112,2.286,-33.158,2.316,4.462,-19.228,2273.760,0.000,89.904,9.406,785.600,12.120,2094.337,39.0832029,-75.8645910,2109.350,0.000,0.000,0.000,8,00:00:00,-8.030,-6.924,1.250,2.734,0.461,-0.460,1916.000,2833.000,-19288.000,-0.024,-0.1,-0.010,24.671,4.848
48.04,2089.43,-0.99,67.434,4,39.674,-75.651,2089.277,5.799,2.076,-32.090,4.627,1.215,-19.041,2273.760,0.000,101.503,9.700,786.080,12.120,2089.431,39.0832078,-75.8645261,2100.400,0.000,0.000,0.000,8,00:00:00,-6.551,-7.865,-1.824,0.204,0.839,-0.004,3407.000,2277.000,-19221.000,-0.024,-0.1,-0.002,24.680,4.836
48.3,2067.18,-2.0,67.689,4,39.661,-75.616,2072.512,5.376,2.864,-43.894,0.241,8.212,-19.673,2273.760,0.000,85.596,9.954,788.260,12.140,2067.177,39.0832166,-75.8644574,2092.070,0.000,0.000,0.000,8,00:00:00,-10.631,-7.176,0.517,-1.534,1.690,-1.150,3393.000,1804.000,-19541.000,-0.024,-0.1,-0.016,24.674,4.842
48.56,2049.35,-7.6,67.978,4,39.521,-75.479,2051.183,4.177,4.227,-55.045,6.080,2.127,-8.334,2273.760,0.000,51.002,10.243,790.010,12.130,2049.349,39.0832234,-75.8644126,2086.460,0.000,0.000,0.000,8,00:00:00,-1.465,5.085,-3.958,-2.053,2.187,-2.054,1818.000,-316.000,-20206.000,-0.024,-0.1,0.004,24.669,4.848
48.82,2037.75,-3.72,68.227,4,39.609,-75.628,2037.145,5.991,1.105,-59.082,8.617,-8.480,-16.657,2273.760,0.000,43.409,10.492,791.150,12.120,2037.752,39.0832309,-75.8643461,2078.540,0.000,0.000,0.000,8,00:00:00,5.567,10.810,-6.723,1.582,-1.340,-4.017,381.000,-797.000,-19571.000,-0.024,-0.1,-0.011,24.694,4.836
49.08,2041.82,-3.73,68.521,4,39.733,-75.749,2037.634,7.179,1.767,-47.159,14.716,12.491,-7.654,2273.760,0.000,54.172,10.787,790.750,12.110,2041.819,39.0832338,-75.8642972,2073.440,0.000,0.000,0.000,8,00:00:00,-3.828,-17.828,-6.687,0.129,1.929,-3.091,2439.000,1044.000,-20161.000,-0.023,-0.1,0.001,24.692,4.842
49.34,2030.84,-3.19,68.771,4,39.819,-75.500,2029.824,7.132,4.649,-47.868,1.737,7.857,-13.773,2273.760,0.000,65.370,11.037,791.830,12.110,2030.841,39.0832323,-75.8642237,2065.860,0.000,0.000,0.000,8,00:00:00,6.651,-5.236,-2.967,-1.713,-0.647,0.543,2773.000,-480.000,-20183.000,-0.023,-0.1,-0.003,24.678,4.854
49.6,2020.08,-8.39,69.066,4,39.722,-75.453,2020.162,5.916,3.741,-48.982,3.163,-0.476,-14.040,2273.760,0.000,54.579,11.331,792.890,12.120,2020.078,39.0832351,-75.8641603,2058.000,0.000,0.000,0.000,8,00:00:00,0.948,2.255,-4.705,-0.070,-1.340,1.002,1395.000,314.000,-20244.000,-0.023,-0.1,0.028,24.683,4.842
49.86,2011.45,-8.49,69.440,4,39.671,-75.569,2009.600,5.390,2.172,-46.448,7.340,0.183,-14.106,2273.760,0.000,30.122,11.705,793.740,12.120,2011.455,39.0832392,-75.8641156,2052.270,0.000,0.000,0.000,8,00:00:00,-3.951,2.320,-7.168,0.898,-0.706,0.853,1215.000,1146.000,-20031.000,-0.023,-0.1,-0.001,24.692,4.831
50.12,2010.85,1.03,69.734,4,39.652,-75.661,2007.739,5.684,2.057,-41.952,5.469,5.913,-19.434,2273.760,0.000,33.044,11.999,793.800,12.130,2010.847,39.0832432,-75.8640467,2043.130,0.000,0.000,0.000,8,00:00:00,-3.893,-6.465,-10.027,1.144,0.009,1.460,1681.000,1605.000,-20091.000,-0.023,-0.1,-0.012,24.701,4.842
50.38,2004.77,0.83,69.985,4,39.613,-75.603,2005.675,4.845,2.776,-40.496,-1.389,2.687,-23.582,2273.760,0.000,40.541,12.250,794.400,12.120,2004.765,39.0832480,-75.8639794,2033.770,0.000,0.000,0.000,8,00:00:00,-0.783,-10.961,-8.835,-0.166,-0.682,2.340,2081.000,1662.000,-20093.000,-0.023,-0.1,-0.021,24.710,4.842
50.64,1997.67,-0.31,70.280,4,39.545,-75.582,1996.818,4.748,2.894,-43.504,11.188,4.707,-17.094,2273.760,0.000,28.566,12.545,795.100,12.120,1997.675,39.0832529,-75.8639355,2027.610,0.000,0.000,0.000,8,00:00:00,-7.097,8.483,-8.835,0.004,0.190,2.174,329.000,1594.000,-19564.000,-0.022,-0.1,-0.039,24.676,4.854
50.9,1989.68,-1.99,70.529,4,39.591,-75.564,1988.589,4.966,3.058,-45.912,0.757,2.355,-22.455,2273.760,0.000,35.427,12.794,795.890,12.120,1989.679,39.0832605,-75.8638715,2018.600,0.000,0.000,0.000,8,00:00:00,-7.779,-1.580,-10.149,0.937,-0.063,2.228,284.000,723.000,-19734.000,-0.022,-0.1,0.027,24.674,4.854
51.16,1981.39,-0.93,70.818,4,39.498,-75.581,1979.203,3.784,2.645,-48.309,0.485,-0.934,-21.856,2273.760,0.000,33.351,13.084,796.710,12.120,1981.386,39.0832637,-75.8638281,2012.850,0.000,0.000,0.000,8,00:00:00,-5.876,-1.954,-10.386,0.120,0.753,1.687,784.000,27.000,-20011.000,-0.022,-0.1,-0.013,24.699,4.831
51.42,1974.82,1.04,71.073,4,39.456,-75.619,1972.397,3.902,2.362,-47.996,9.636,2.166,-18.672,2273.760,0.000,14.533,13.338,797.360,12.120,1974.817,39.0832708,-75.8637629,2004.110,0.000,0.000,0.000,8,00:00:00,7.233,3.160,-10.667,-0.231,1.399,0.624,1288.000,-1428.000,-19707.000,-0.022,-0.1,0.002,24.653,4.854
51.68,1969.06,0.65,71.368,4,39.556,-75.638,1966.517,4.798,2.220,-46.320,1.771,1.799,-21.481,2273.760,0.000,9.068,13.633,797.930,12.110,1969.060,39.0832766,-75.8637181,1998.270,0.000,0.000,0.000,8,00:00:00,0.876,3.326,-11.435,-0.111,0.663,-0.360,1419.000,-2100.000,-19274.000,-0.003,-0.0,-0.067,24.660,4.831
51.94,1959.67,-0.61,71.618,4,39.553,-75.660,1959.862,4.813,1.967,-47.077,5.108,2.668,-21.140,2273.760,0.000,12.995,13.884,798.860,12.120,1959.675,39.0832832,-75.8636497,1989.450,0.000,0.000,0.000,8,00:00:00,4.180,5.854,-10.480,-0.490,-0.225,-1.015,1176.000,-2410.000,-18883.000,0.004,0.0,0.026,24.669,4.836
52.2,1951.71,-4.05,71.908,4,39.446,-75.553,1950.346,3.287,3.653,-48.593,4.591,4.082,-14.852,2273.760,0.000,10.378,14.173,799.650,12.120,1951.709,39.0832919,-75.8635795,1980.950,0.000,0.000,0.000,8,00:00:00,1.990,6.637,-3.893,0.251,1.245,-1.683,240.000,-1960.000,-18681.000,0.004,0.0,-0.010,24.674,4.831
52.46,1946.07,-3.38,72.289,4,39.520,-75.575,1944.736,4.670,1.721,-41.257,8.852,-7.144,-14.855,2273.760,0.000,2.271,14.554,800.210,12.120,1946.067,39.0832989,-75.8635358,1975.320,0.000,0.000,0.000,8,00:00:00,6.917,9.259,-4.611,2.179,-1.379,-3.913,-411.000,-1357.000,-18522.000,0.004,0.0,-0.019,24.680,4.831
52.72,1940.23,-5.02,72.579,4,39.522,-75.745,1938.315,3.953,1.216,-41.214,-3.024,6.106,-20.044,2273.760,0.000,42.945,14.844,800.790,12.110,1940.226,39.0833076,-75.8634702,1966.270,0.000,0.000,0.000,8,00:00:00,3.232,-11.442,-3.132,1.962,0.336,-3.359,1550.000,1650.000,-20005.000,0.004,0.0,0.001,24.662,4.831
52.98,1932.58,2.24,72.832,4,39.439,-75.630,1931.647,3.318,3.164,-43.907,6.126,10.504,-20.493,2273.760,0.000,36.043,15.097,801.550,12.120,1932.578,39.0833173,-75.8634032,1957.050,0.000,0.000,0.000,8,00:00:00,-0.345,-15.386,-5.014,-1.050,-2.077,-0.940,3498.000,1248.000,-19785.000,0.004,0.0,-0.015,24.655,4.842
53.24,1922.12,-5.28,73.126,4,39.552,-75.519,1921.623,5.210,2.929,-45.841,6.384,-7.261,-16.060,2273.760,0.000,3.479,15.391,802.590,12.110,1922.121,39.0833280,-75.8633621,1950.950,0.000,0.000,0.000,8,00:00:00,-8.957,2.457,-6.802,-0.937,-0.602,-1.359,3067.000,2045.000,-19578.000,0.004,0.0,0.035,24.683,4.842
53.5,1916.6,-2.59,73.375,4,39.578,-75.713,1916.287,4.781,0.768,-45.002,3.721,-0.283,-19.720,2273.760,0.000,16.661,15.640,803.140,12.110,1916.596,39.0833351,-75.8633211,1945.470,0.000,0.000,0.000,8,00:00:00,0.453,-3.354,-10.034,0.770,1.577,-1.176,3665.000,1383.000,-19572.000,0.004,0.0,0.001,24.685,4.854
53.76,1909.17,-4.28,73.668,4,39.582,-75.715,1907.702,5.210,2.012,-46.374,6.988,6.166,-18.564,2273.760,0.000,25.285,15.934,803.880,12.120,1909.166,39.0833431,-75.8632542,1937.250,0.000,0.000,0.000,8,00:00:00,4.209,-9.905,-6.903,-0.587,-0.425,1.107,4086.000,393.000,-19584.000,0.004,0.0,0.029,24.690,4.842
54.02,1901.14,-4.27,73.918,4,39.572,-75.657,1899.997,4.657,1.943,-47.219,0.547,-2.796,-16.689,2273.760,0.000,12.839,16.183,804.680,12.120,1901.141,39.0833477,-75.8632109,1932.270,0.000,0.000,0.000,8,00:00:00,-0.194,2.004,-7.168,-0.461,-0.623,2.035,3204.000,1488.000,-19784.000,0.004,0.0,-0.025,24.669,4.831
54.28,1897.93,-1.28,74.212,4,39.519,-75.769,1895.653,4.043,0.526,-44.204,1.432,-1.263,-18.398,2273.760,0.000,19.182,16.477,805.000,12.110,1897.932,39.0833556,-75.8631471,1924.660,0.000,0.000,0.000,8,00:00:00,-0.869,-1.451,-8.634,1.119,-0.372,2.174,2501.000,2180.000,-19692.000,0.004,0.0,0.010,24.658,4.836
54.54,1893.82,0.71,74.466,4,39.462,-75.722,1891.694,3.750,1.917,-42.874,6.165,4.924,-20.931,2273.760,0.000,21.084,16.731,805.410,12.110,1893.823,39.0833610,-75.8631004,1919.360,0.000,0.000,0.000,8,00:00:00,-10.523,-2.248,-8.375,-0.459,-0.002,2.197,1364.000,2718.000,-19258.000,0.004,0.0,-0.012,24.669,4.848
54.8,1881.61,-4.89,74.760,4,39.476,-75.651,1881.642,3.840,2.145,-45.512,1.013,1.259,-17.230,2273.760,0.000,17.456,17.025,806.630,12.120,1881.605,39.0833752,-75.8630111,1908.740,0.000,0.000,0.000,8,00:00:00,-3.132,-0.711,-6.881,1.143,0.212,2.139,143.000,1553.000,-19483.000,0.004,0.0,0.006,24.694,4.842
55.06,1874.2,-4.0,75.151,4,39.404,-75.648,1872.803,2.426,1.972,-42.772,-0.204,1.812,-19.757,2273.760,0.000,29.477,17.416,807.370,12.110,1874.202,39.0833799,-75.8629678,1903.760,0.000,0.000,0.000,8,00:00:00,-5.502,-1.781,-8.296,0.747,-0.008,2.030,329.000,643.000,-19820.000,0.004,0.0,-0.022,24.699,4.842
55.32,1865.81,-2.07,75.445,4,39.325,-75.666,1864.979,2.178,1.965,-44.394,-0.070,3.612,-18.852,2273.760,0.000,34.377,17.710,808.210,12.120,1865.805,39.0833884,-75.8629019,1895.650,0.000,0.000,0.000,8,00:00:00,-6.041,1.745,-7.434,0.400,0.350,1.635,1083.000,-148.000,-20087.000,0.004,0.0,-0.032,24.680,4.836
55.58,1857.91,-3.8,75.693,4,39.238,-75.566,1857.399,0.791,3.831,-45.555,-6.539,10.940,-13.089,2273.760,0.000,27.642,17.959,809.000,12.110,1857.914,39.0833965,-75.8628585,1890.370,0.000,0.000,0.000,8,00:00:00,-7.183,9.489,-5.617,2.661,2.401,0.934,1706.000,-900.000,-20025.000,0.004,0.0,0.001,24.694,4.842
55.84,1851.72,2.02,75.987,4,39.181,-75.586,1849.063,1.746,1.853,-47.473,13.632,-2.800,-25.999,2273.760,0.000,42.717,18.252,809.620,12.110,1851.725,39.0834121,-75.8627999,1882.340,0.000,0.000,0.000,8,00:00:00,8.023,-19.415,-3.800,-1.121,2.214,2.537,4051.000,-2542.000,-18098.000,0.004,0.0,-0.018,24.683,4.854
56.1,1842.75,-4.32,76.236,4,39.461,-75.679,1842.259,4.859,2.151,-48.071,5.966,10.621,-14.892,2273.760,0.000,14.953,18.501,810.520,12.120,1842.749,39.0834315,-75.8627345,1874.270,0.000,0.000,0.000,8,00:00:00,8.842,-9.639,-1.774,-2.644,2.867,4.753,4856.000,-1575.000,-18066.000,0.004,0.0,0.005,24.701,4.842
56.36,1841.55,8.91,76.525,4,39.432,-75.542,1838.511,2.333,3.412,-44.846,-12.352,-0.472,-23.474,2273.760,0.000,30.177,18.790,810.640,12.120,1841.553,39.0834390,-75.8626850,1869.210,0.000,0.000,0.000,8,00:00:00,10.810,-13.612,-6.113,-1.204,0.863,8.463,3709.000,1227.000,-19745.000,0.004,0.0,-0.008,24.678,4.859
56.62,1830.3,-0.37,76.774,4,39.123,-75.520,1830.086,-0.829,3.494,-46.361,-2.282,4.379,-7.794,2273.760,0.000,16.606,19.039,811.770,12.100,1830.295,39.0834468,-75.8626397,1863.770,0.000,0.000,0.000,8,00:00:00,-3.247,4.188,0.603,0.834,3.538,7.800,511.000,941.000,-19912.000,0.004,0.0,0.013,24.685,4.836
56.88,1824.92,-11.65,77.072,4,39.213,-75.514,1823.563,2.928,3.533,-44.859,20.550,6.215,-20.020,2273.760,0.000,40.994,19.337,812.310,12.100,1824.919,39.0834652,-75.8625768,1854.660,0.000,0.000,0.000,8,00:00:00,-12.893,-19.466,-4.475,-1.247,0.751,7.654,4881.000,-1008.000,-18466.000,0.004,0.0,-0.004,24.683,4.842
