State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1355.479,351.4,212.242,82.258,0.705,0.1,-2.397,-0.075,-0.174,-0.394,993.267,24.991,167.616,82.733,993.82,25.3,162.943,79.912,-0.776,0.711,-9.359,0.047,-0.143,1.82,-904,-1500,-3921,0.95,-0.309,-0.05,0.013,38.4014615,-78.0613663,165.913,351.636,212.292,72.011,14,-0.469,0.504,-9.047,40.094,-18.859,-15.569,-0.113,-0.065,1.801,11.112,-13.531,59.126,99434.008,28.435,0.1,-0.056,0.038,-0.919,-0.544,-0.516,10.243
1355.579,351.953,212.31,81.447,0.712,-0.101,-2.163,-0.136,-0.417,-0.216,993.354,24.994,166.883,82.001,993.87,25.27,162.52,79.49,-0.402,1.523,-9.474,-0.075,-0.107,1.773,-1052,-1759,-3972,0.917,-0.393,-0.053,0.042,38.4014663,-78.0613649,165.182,352.169,212.414,71.28,14,0.088,1.387,-9.166,50.344,-16.013,-19.295,-0.102,-0.024,1.753,6.567,-15.187,58.408,99430.008,28.43,0.1,-0.024,0.092,-0.91,-0.62,-0.196,9.959
1355.679,352.506,212.328,80.976,0.59,-0.286,-1.376,-0.282,-0.41,0.381,993.396,24.987,166.527,81.645,993.82,25.28,162.943,79.912,-0.151,2.162,-9.97,0.058,-0.064,1.624,-1110,-2113,-3963,0.88,-0.466,-0.054,0.066,38.4014706,-78.0613637,164.573,352.646,212.519,70.671,14,0.37,1.928,-9.74,60.018,-12.595,-22.048,-0.025,-0.027,1.736,1.467,-15.698,58.236,99453,28.43,0.1,0.015,0.169,-0.95,-0.326,-0.096,9.757
1355.779,353.021,212.327,80.401,0.594,-0.475,-1.315,-0.037,-0.469,-0.337,993.498,24.994,165.661,80.779,993.88,25.27,162.436,79.405,0.589,1.939,-9.266,0.149,-0.185,1.626,-1137,-2437,-3995,0.838,-0.538,-0.041,0.082,38.4014745,-78.0613622,164.05,353.079,212.65,70.148,14,0.95,1.599,-9.577,69.509,-8.9,-23.665,0.062,-0.065,1.767,-2.799,-15.094,58.364,99441,28.435,0.1,0.047,0.193,-0.972,0.186,-0.202,9.81
1355.879,353.534,212.403,79.96,0.778,-0.253,-0.639,0.267,0.003,0.468,993.559,24.987,165.148,80.265,993.88,25.27,162.436,79.405,0.409,1.171,-10.207,0.132,-0.226,1.802,-1056,-2771,-4018,0.787,-0.613,-0.029,0.065,38.4014778,-78.0613606,163.554,353.446,212.79,69.652,14,0.865,0.955,-9.971,79.14,-5.268,-24.387,0.081,-0.133,1.781,-7.273,-13.354,58.786,99464.008,28.43,0.1,0.091,0.138,-0.974,0.491,-0.559,9.991
1355.979,354.031,212.653,79.495,0.853,0.122,0.103,0.234,0.22,0.879,993.667,24.989,164.238,79.355,993.95,25.27,161.844,78.813,-0.014,0.769,-10.667,0.147,-0.215,1.947,-951,-3066,-4039,0.724,-0.688,-0.026,0.041,38.4014806,-78.0613589,163.069,353.757,212.938,69.167,14,0.519,0.647,-10.394,88.739,-1.885,-24.613,0.039,-0.17,1.748,-11.279,-11.417,59.092,99476.008,28.43,0.1,0.069,0.08,-1.021,0.392,-0.874,9.899
1356.079,354.37,213.043,78.981,0.566,0.528,0.404,-0.077,0.358,0.687,993.773,24.99,163.343,78.46,993.9,25.26,162.267,79.236,-0.51,1.063,-10.437,0.138,-0.175,1.894,-761,-3318,-4047,0.657,-0.753,-0.039,0.023,38.4014828,-78.0613573,162.593,354.001,213.078,68.691,14,0.034,0.725,-10.244,98.15,1.359,-24.58,-0.013,-0.158,1.713,-14.116,-8.889,59.425,99476.008,28.43,0.1,0.027,0.063,-1.038,0.095,-0.94,9.687
1356.179,354.341,213.182,78.42,0.505,0.576,0.239,-0.079,0.186,0.528,993.814,24.982,162.995,78.112,993.86,25.26,162.605,79.574,-0.51,1.207,-10.257,0.015,-0.205,1.805,-596,-3538,-4080,0.586,-0.808,-0.052,0.017,38.4014851,-78.0613558,162.214,354.256,213.209,68.312,14,-0.051,0.946,-10.123,107.362,4.676,-24.229,-0.03,-0.115,1.681,-16.945,-5.948,60.154,99476.008,28.43,0.1,-0.006,0.093,-1.023,-0.114,-0.748,9.527
1356.279,354.512,213.367,77.877,0.426,0.619,0.248,-0.337,0.132,0.875,993.919,24.99,162.108,77.225,993.99,25.25,161.506,78.476,-0.316,1.781,-10.537,0.102,-0.207,1.719,-412,-3731,-4117,0.513,-0.855,-0.066,0.02,38.4014879,-78.0613537,161.772,354.567,213.392,67.87,14,0.125,1.512,-10.186,116.302,8.021,-23.376,-0.011,-0.073,1.638,-18.955,-2.717,59.885,99488.008,28.43,0.1,-0.005,0.114,-1.005,-0.112,-0.49,9.259
1356.379,354.751,213.612,77.467,0.397,0.651,0.299,-0.165,0.079,0.752,993.968,24.993,161.69,76.808,994.04,25.26,161.084,78.053,-0.18,1.623,-10.437,0.181,-0.104,1.575,-218,-3908,-4156,0.444,-0.893,-0.066,0.021,38.4014908,-78.0613511,161.37,354.889,213.619,67.468,14,0.25,1.316,-10.112,125.23,11.264,-21.734,0.052,-0.064,1.632,-21.071,1.03,60.142,99499.008,28.43,0.1,0.012,0.158,-1.028,0.172,-0.347,9.154
1356.479,355.049,213.911,76.918,0.389,0.69,0.451,-0.131,0.105,1.227,994.063,24.982,160.889,76.006,994.12,25.25,160.408,77.377,-0.144,1.666,-10.911,0.126,-0.147,1.449,69,-4000,-4219,0.378,-0.923,-0.066,0.019,38.4014939,-78.0613482,160.942,355.233,213.873,67.04,14,0.413,1.371,-10.628,134.326,14.213,-19.282,0.099,-0.065,1.629,-22.373,4.967,60.283,99511,28.42,0.1,0.025,0.138,-1.01,0.471,-0.31,9.124
1356.579,355.416,214.248,76.372,0.486,0.613,0.156,0.049,-0.092,0.372,994.113,24.992,160.469,75.587,994.21,25.25,159.647,76.616,-0.079,0.977,-10.135,0.222,-0.162,1.647,374,-4066,-4255,0.3,-0.952,-0.052,0.012,38.4014971,-78.0613446,160.477,355.588,214.187,66.575,14,0.405,0.824,-10.004,143.639,16.668,-16.095,0.134,-0.069,1.613,-22.622,9.499,60.705,99511,28.43,0.1,0.043,0.114,-1.04,0.732,-0.352,9.08
1356.679,355.821,214.533,75.389,0.475,0.379,-0.609,-0.089,-0.297,-0.244,994.226,24.986,159.513,74.63,994.3,25.25,158.887,75.856,0.323,0.323,-9.56,0.258,-0.166,1.707,656,-4121,-4202,0.218,-0.976,-0.027,0.012,38.4015001,-78.0613414,160.017,355.921,214.467,66.115,14,0.662,0.114,-9.352,153.11,18.545,-12.463,0.124,-0.068,1.603,-22.639,14.025,60.621,99511,28.43,0.1,0.047,0.06,-0.976,0.789,-0.367,8.994
1356.779,356.262,214.779,74.689,0.573,0.163,-0.232,0.101,-0.303,0.811,994.254,24.994,159.275,74.392,994.39,25.26,158.126,75.095,0.172,-0.151,-10.623,0.092,-0.015,1.788,929,-4115,-4193,0.13,-0.991,-0.007,0.01,38.4015035,-78.0613374,159.455,356.298,214.816,65.553,14,0.614,-0.402,-10.182,162.714,19.796,-8.769,0.057,-0.078,1.582,-21.503,18.425,60.918,99534.008,28.42,0.1,0.082,-0.022,-0.959,0.56,-0.401,8.927
1356.879,356.692,215.067,73.812,0.418,0.202,-0.829,-0.173,-0.036,-0.383,994.358,24.985,158.394,73.511,994.55,25.26,156.775,73.744,0.467,-0.029,-9.417,0.134,-0.07,1.43,1215,-4049,-4199,0.059,-0.998,0.002,0.015,38.401507,-78.0613331,158.876,356.687,215.192,64.974,14,0.691,-0.253,-9.254,172.219,20.52,-5.317,0.005,-0.052,1.528,-19.929,21.685,61.428,99534.008,28.42,0.1,0.061,-0.028,-1.001,0.2,-0.329,8.722
1356.979,357.097,215.473,72.921,0.38,0.219,-1.293,-0.046,-0.087,-0.563,994.416,24.982,157.906,73.023,994.71,25.26,155.423,72.392,0.338,-0.266,-9.237,0.036,-0.028,1.562,1405,-3967,-4191,-0.019,-1,0.009,0.016,38.4015108,-78.0613278,158.191,357.109,215.655,64.289,14,0.827,-0.456,-8.85,-178.692,20.859,-2.12,-0.013,-0.019,1.449,-18.239,24.942,61.559,99534.008,28.42,0.1,0.076,-0.018,-0.881,0.014,-0.168,8.284
1357.079,357.465,215.949,71.864,0.163,0.21,-1.908,-0.235,-0.117,-0.916,994.501,24.984,157.189,72.306,994.81,25.26,154.579,71.548,0.611,-0.481,-8.864,-0.034,-0.081,1.334,1609,-3814,-4195,-0.085,-0.996,0.016,0.024,38.4015146,-78.061322,157.473,357.531,216.162,63.571,14,1.025,-0.564,-8.485,-170.052,20.863,0.785,-0.043,-0.01,1.373,-15.988,27.363,61.408,99546.008,28.43,0.1,0.097,-0.042,-0.878,-0.141,-0.044,7.85
1357.179,357.749,216.394,71.912,0.199,0.388,-1.961,-0.318,0.182,-1.221,994.524,24.976,156.992,72.109,994.9,25.25,153.818,70.788,0.891,-0.223,-8.548,-0.015,-0.034,1.349,1770,-3698,-4205,-0.152,-0.988,0.013,0.033,38.4015181,-78.0613163,156.781,357.919,216.659,62.879,14,1.367,-0.295,-8.136,-161.891,20.553,3.346,-0.063,-0.001,1.295,-13.519,29.267,61.619,99557.008,28.43,0.1,0.12,-0.054,-0.822,-0.292,0.01,7.416
1357.279,358.019,216.797,71.218,0.176,0.507,-2.324,-0.357,0.073,-1.169,994.642,24.984,155.998,71.115,995.05,25.25,152.552,69.521,1.07,-0.467,-8.569,-0.028,-0.034,1.131,1902,-3548,-4174,-0.207,-0.977,0.013,0.045,38.4015216,-78.0613105,156.021,358.308,217.166,62.119,14,1.424,-0.53,-8.802,-154.275,19.919,5.621,-0.064,-0.016,1.213,-11.169,30.967,61.948,99569.008,28.43,0.1,0.143,-0.034,-0.849,-0.32,-0.029,6.95
1357.379,358.32,217.283,70.459,0.18,0.676,-2.334,-0.239,0.169,-0.176,994.701,24.97,155.502,70.619,995.18,25.26,151.454,68.424,1.207,-0.431,-9.553,-0.023,-0.128,1.048,2073,-3213,-4238,-0.257,-0.965,0.011,0.052,38.4015252,-78.0613042,155.245,358.707,217.716,61.343,14,1.662,-0.477,-9.375,-147.319,18.936,7.504,-0.087,-0.057,1.102,-8.603,31.942,61.872,99569.008,28.42,0.1,0.167,-0.051,-0.914,-0.392,-0.186,6.405
1357.479,358.665,217.886,69.455,0.218,0.899,-2.105,-0.184,0.227,0.405,994.83,24.97,154.411,69.528,995.28,25.24,150.61,67.579,1.3,-0.402,-10.128,-0.028,-0.175,1.104,2124,-3042,-4203,-0.31,-0.949,0.007,0.055,38.4015286,-78.0612979,154.541,359.085,218.267,60.639,14,1.705,-0.456,-9.73,-141.049,17.623,8.922,-0.108,-0.094,1.022,-6.047,32.506,62.032,99588.008,28.41,0.1,0.172,-0.047,-0.96,-0.507,-0.408,5.857
1357.579,359.099,218.552,68.608,0.379,1.013,-1.973,0.007,0.081,-0.18,994.896,24.952,153.854,68.972,995.4,25.26,149.597,66.566,0.855,-0.251,-9.589,-0.145,-0.173,0.835,2110,-2897,-4196,-0.349,-0.936,0.001,0.045,38.4015323,-78.0612927,153.918,359.495,218.721,60.016,14,1.302,-0.478,-9.098,-135.306,16.067,9.878,-0.138,-0.117,0.973,-3.383,32.761,62.688,99592,28.42,0.1,0.152,-0.057,-0.933,-0.665,-0.598,5.457
1357.679,359.628,219.205,67.753,0.433,1.063,-1.649,-0.154,0.12,0.079,995,24.957,152.978,68.095,995.49,25.24,148.837,65.807,1.006,-0.352,-9.833,-0.094,-0.183,0.895,2108,-2649,-4206,-0.39,-0.92,-0.001,0.044,38.4015364,-78.0612879,153.181,359.951,219.14,59.279,14,1.352,-0.302,-9.538,-129.687,14.354,10.546,-0.139,-0.129,0.997,-0.729,32.5,62.691,99592,28.43,0.1,0.139,-0.036,-0.936,-0.761,-0.684,5.426
1357.779,360.247,219.831,67.057,0.68,1.036,-2.122,0.174,0.114,-1.286,995.049,24.964,152.557,67.674,995.57,25.24,148.162,65.131,0.503,0.043,-8.512,-0.085,-0.168,1.057,2087,-2485,-4176,-0.438,-0.898,-0.005,0.032,38.4015409,-78.0612824,152.41,360.45,219.621,58.508,14,0.872,-0.085,-8.497,-123.876,12.464,11.154,-0.113,-0.138,1.068,1.808,32.243,63.581,99604,28.43,0.1,0.117,-0.018,-0.885,-0.692,-0.754,5.695
1357.879,360.927,220.397,65.995,0.764,0.797,-2.502,0.067,-0.122,-1.132,995.164,24.963,151.588,66.705,995.62,25.24,147.74,64.709,0.101,-0.187,-8.677,-0.045,-0.196,1.057,2035,-2273,-4192,-0.485,-0.874,0.002,0.017,38.4015456,-78.0612762,151.685,360.972,220.162,57.783,14,0.319,-0.386,-8.647,-117.684,10.461,11.845,-0.076,-0.123,1.138,4.451,31.468,63.691,99611.008,28.41,0.1,0.074,-0.009,-0.855,-0.489,-0.713,6.135
1357.979,361.596,220.88,65.246,0.907,0.526,-1.634,0.224,-0.19,0.117,995.232,24.951,151.011,66.128,995.7,25.24,147.065,64.034,-0.294,-0.014,-9.927,0.026,-0.006,1.298,1965,-2084,-4173,-0.541,-0.841,0.007,0.003,38.40155,-78.0612697,151.018,361.46,220.73,57.116,14,0.081,-0.217,-9.564,-111.095,8.538,12.562,-0.047,-0.062,1.22,7.327,30.791,63.68,99615.008,28.43,0.1,0.013,-0.037,-0.915,-0.321,-0.463,6.547
1358.079,362.184,221.186,64.967,0.829,-0.196,0.423,0.082,-0.727,1.713,995.341,24.952,150.097,65.215,995.83,25.25,145.968,62.937,-0.891,-0.33,-11.507,0.028,-0.017,1.383,1933,-1880,-4198,-0.598,-0.802,0.011,-0.001,38.4015538,-78.0612632,150.354,361.882,221.298,56.452,14,-0.41,-0.66,-11.063,-104.068,6.738,13.357,-0.001,-0.004,1.271,9.969,29.912,63.408,99638.008,28.42,0.1,-0.002,-0.043,-1.042,-0.089,-0.152,6.978
1358.179,362.299,221.581,64.956,0.747,-0.09,0.612,-0.401,-0.273,1.3,995.377,24.943,149.787,64.905,995.84,25.24,145.883,62.852,-0.567,-0.912,-11.069,0.072,-0.072,1.151,1897,-1713,-4130,-0.643,-0.766,0.027,0.001,38.4015574,-78.0612567,149.669,362.282,221.866,55.767,14,-0.08,-1.117,-10.66,-96.842,5.146,14.15,0.02,0.052,1.286,12.367,28.525,63.494,99634,28.42,0.1,-0.031,-0.091,-1.094,0.093,0.202,7.143
1358.279,362.61,221.996,64.772,0.671,0.138,0.781,-0.414,0.297,1.128,995.441,24.938,149.252,64.369,995.9,25.24,145.377,62.346,0,-1.214,-10.882,0.111,-0.1,1.355,1774,-1572,-4133,-0.692,-0.721,0.037,0.015,38.4015617,-78.061249,148.898,362.759,222.538,54.996,14,0.406,-1.526,-10.487,-89.543,3.605,14.766,0.002,0.053,1.3,14.195,27.562,63.847,99634,28.41,0.1,0.014,-0.142,-1.055,0.105,0.361,7.216
1358.379,362.997,222.514,64.458,0.576,0.342,0.754,-0.413,0.085,0.656,995.522,24.942,148.564,63.681,996.03,25.23,144.28,61.249,-0.208,-1.544,-10.358,-0.028,0.066,1.159,1709,-1428,-4156,-0.732,-0.679,0.046,0.031,38.4015661,-78.0612412,148.115,363.247,223.22,54.213,14,0.233,-1.75,-10.491,-82.545,1.981,14.98,-0.041,0.028,1.19,15.892,25.777,63.662,99658.008,28.41,0.1,0.045,-0.172,-1.054,-0.084,0.253,6.949
1358.479,363.44,223.164,63.77,0.572,0.615,0.307,-0.188,0.123,0.244,995.652,24.939,147.472,62.589,996.13,25.24,143.436,60.406,-0.151,-1.365,-9.963,-0.1,0.03,1.029,1579,-1352,-4224,-0.766,-0.641,0.046,0.037,38.4015704,-78.0612337,147.3,363.725,223.875,53.398,14,0.366,-1.682,-9.523,-76.372,0.412,14.726,-0.085,-0.004,1.031,17.005,23.8,63.719,99662,28.42,0.1,0.033,-0.176,-0.98,-0.339,0.093,6.14
1358.579,363.911,223.945,63.117,0.541,0.864,-0.315,-0.207,0.065,-0.282,995.673,24.94,147.292,62.41,996.23,25.24,142.593,59.562,-0.374,-1.422,-9.417,-0.083,-0.068,0.94,1430,-1299,-4192,-0.794,-0.604,0.054,0.038,38.4015741,-78.0612268,146.508,364.135,224.478,52.606,13,-0.007,-1.907,-9.277,-71.181,-1.068,14.06,-0.134,-0.036,0.85,18.58,21.813,64.033,99658.008,28.42,0.1,0.031,-0.186,-0.94,-0.594,-0.119,5.167
1358.679,364.395,224.874,62.323,0.487,1.235,0.131,-0.204,0.347,1.436,995.763,24.928,146.537,61.654,996.22,25.22,142.677,59.647,-0.266,-1.516,-11.148,-0.258,-0.068,0.727,1281,-1156,-4179,-0.815,-0.576,0.05,0.03,38.401578,-78.0612191,145.803,364.568,225.15,51.901,14,0.091,-1.463,-9.956,-67.081,-2.366,13.013,-0.177,-0.063,0.668,19.465,19.943,63.714,99673.008,28.42,0.1,0.014,-0.175,-0.949,-0.881,-0.277,4.059
1358.779,364.852,225.853,61.795,0.491,1.309,0.328,-0.052,0.104,0.874,995.813,24.931,146.114,61.231,996.32,25.23,141.834,58.803,-0.567,-1.135,-10.609,-0.147,-0.153,0.552,1165,-1099,-4211,-0.831,-0.554,0.052,0.024,38.4015813,-78.0612112,145.205,364.935,225.84,51.303,14,-0.15,-1.15,-10.365,-63.791,-3.551,11.752,-0.195,-0.088,0.551,20.229,17.869,63.766,99692,28.42,0.1,0.001,-0.147,-1.02,-1.046,-0.432,3.238
1358.879,365.309,226.765,60.993,0.541,1.208,0.51,0.055,0.007,1.05,995.943,24.924,145.018,60.136,996.49,25.24,140.4,57.369,-0.776,-0.797,-10.803,-0.126,-0.111,0.607,1020,-1026,-4158,-0.847,-0.529,0.052,0.013,38.4015847,-78.0612028,144.582,365.312,226.574,50.68,13,-0.374,-0.982,-10.641,-60.97,-4.61,10.468,-0.177,-0.082,0.491,20.772,16.316,64.09,99681.008,28.41,0.1,-0.043,-0.102,-1.035,-1.033,-0.471,2.744
1358.979,365.755,227.497,60.226,0.64,0.733,0.35,0.17,-0.371,0.554,996.029,24.912,144.286,59.403,996.52,25.23,140.147,57.116,-1.437,0.093,-10.271,-0.215,-0.145,0.332,956,-1010,-4152,-0.856,-0.514,0.055,-0.02,38.4015876,-78.0611945,143.986,365.634,227.299,50.084,13,-1.042,-0.113,-10.39,-58.389,-5.483,9.319,-0.132,-0.065,0.449,21.541,14.448,63.77,99704,28.41,0.1,-0.057,-0.066,-1.082,-0.871,-0.392,2.462
1359.079,366.167,228.227,59.209,0.578,0.979,-0.852,0.051,0.314,-0.729,996.111,24.916,143.599,58.716,996.69,25.23,138.713,55.682,-0.524,-0.359,-9.065,-0.028,-0.07,0.473,821,-958,-4153,-0.868,-0.495,0.046,-0.011,38.4015905,-78.0611858,143.369,365.956,228.059,49.467,12,-0.339,-0.49,-8.829,-55.93,-6.098,8.511,-0.07,-0.038,0.43,21.522,13.522,63.482,99715.008,28.42,0.1,-0.073,-0.047,-0.943,-0.509,-0.203,2.294
1359.179,366.267,228.659,58.015,0.552,1.059,-1.424,-0.138,-0.066,-0.867,996.252,24.915,142.404,57.521,996.68,25.22,138.798,55.767,-1.164,-0.467,-8.856,0.102,-0.102,0.298,786,-990,-4127,-0.874,-0.481,0.061,-0.009,38.4015933,-78.061177,142.756,366.267,228.828,48.854,12,-0.977,-0.573,-8.629,-53.553,-6.609,8.037,-0.003,-0.012,0.413,21.843,12.384,63.947,99715.008,28.41,0.1,-0.065,-0.044,-0.88,-0.161,-0.141,2.191
1359.279,366.497,229.241,57.329,0.533,1.191,-1.578,-0.169,0.13,-0.184,996.309,24.92,141.928,57.045,996.74,25.22,138.292,55.261,-1.142,-0.74,-9.532,-0.064,-0.045,0.341,749,-945,-4158,-0.882,-0.467,0.066,-0.004,38.4015963,-78.0611682,142.136,366.6,229.597,48.234,12,-0.779,-0.872,-9.334,-51.256,-6.947,7.802,0.016,0.001,0.394,22.052,11.351,63.656,99739.008,28.41,0.1,-0.065,-0.088,-0.875,0.08,0.005,2.088
1359.379,366.782,229.981,56.689,0.53,1.455,-1.499,-0.098,0.446,0.275,996.36,24.916,141.499,56.616,996.86,25.21,137.28,54.249,-0.632,-1.243,-9.999,0.055,0.004,0.439,690,-937,-4128,-0.891,-0.449,0.061,0.019,38.4015992,-78.0611593,141.518,366.922,230.374,47.616,12,-0.42,-1.307,-9.943,-49.04,-7.166,7.612,0.013,0.017,0.375,21.812,10.944,63.639,99739.008,28.41,0.1,-0.063,-0.113,-1.007,0.124,0.099,1.99
1359.479,367.12,230.915,55.835,0.411,1.71,-1.405,-0.368,0.344,0.395,996.476,24.909,140.52,55.637,996.98,25.22,136.268,53.238,-0.833,-1.774,-10.027,-0.083,0.087,0.545,626,-978,-4168,-0.902,-0.425,0.065,0.039,38.4016027,-78.0611497,140.72,367.31,231.213,46.818,12,-0.445,-2.054,-9.571,-46.921,-7.357,7.277,-0.039,0.024,0.359,21.683,10.329,63.488,99739.008,28.41,0.1,-0.057,-0.167,-0.947,-0.034,0.104,1.892
1359.579,367.477,231.971,55.056,0.419,1.832,-0.918,-0.107,0.179,0.971,996.558,24.908,139.823,54.941,997.02,25.2,135.931,52.9,-0.797,-1.573,-10.638,-0.119,0.051,0.473,582,-989,-4139,-0.912,-0.404,0.062,0.042,38.4016058,-78.0611405,139.983,367.654,232.017,46.081,12,-0.487,-1.666,-10.688,-44.9,-7.518,6.544,-0.114,0.005,0.341,21.541,9.203,64.205,99750.008,28.41,0.1,-0.031,-0.191,-1.032,-0.439,0.101,1.79
1359.679,367.906,233,54.511,0.658,1.697,-0.045,0.293,-0.044,1.518,996.633,24.905,139.194,54.311,997.22,25.2,134.245,51.214,-0.869,-0.984,-11.256,-0.098,-0.113,0.454,486,-947,-4089,-0.921,-0.384,0.063,0.032,38.4016088,-78.0611317,139.314,367.987,232.785,45.412,13,-0.454,-1.316,-10.188,-42.976,-7.633,5.451,-0.172,0.02,0.315,21.165,7.769,63.39,99750.008,28.41,0.1,-0.054,-0.178,-1.032,-0.809,0.104,1.691
1359.779,368.415,233.93,54.073,0.845,1.575,0.494,0.3,0.108,1.231,996.719,24.889,138.467,53.584,997.27,25.21,133.823,50.793,-0.682,-0.776,-10.997,-0.168,-0.092,0.234,396,-970,-4170,-0.925,-0.374,0.056,0.022,38.4016119,-78.0611229,138.645,368.331,233.554,44.743,12,-0.306,-0.824,-10.78,-41.268,-7.766,4.167,-0.19,-0.02,0.274,21.368,6.53,63.598,99773,28.41,0.1,-0.002,-0.122,-1.051,-1.019,0.026,1.477
1359.879,368.931,234.806,53.433,0.927,1.543,0.709,0.258,0.275,1.088,996.839,24.894,137.459,52.576,997.29,25.2,133.655,50.624,-0.28,-0.747,-10.875,-0.16,0.023,0.243,342,-987,-4110,-0.93,-0.364,0.04,0.02,38.401615,-78.0611141,137.978,368.675,234.323,44.076,12,0.062,-0.682,-10.224,-39.788,-8.014,2.926,-0.176,-0.047,0.241,21.453,5.089,63.544,99785,28.41,0.1,0.006,-0.091,-1.058,-1.003,-0.143,1.257
1359.979,369.417,235.678,52.836,0.958,1.553,0.087,0.26,0.347,-0.041,996.889,24.891,137.036,52.153,997.43,25.19,132.475,49.444,0.158,-0.675,-9.754,-0.132,-0.1,0.134,242,-961,-4122,-0.933,-0.359,0.024,0.023,38.4016181,-78.0611053,137.308,369.02,235.091,43.406,12,0.37,-0.826,-10.124,-38.452,-8.484,1.778,-0.165,-0.106,0.226,21.542,3.851,63.119,99785,28.41,0.1,0.023,-0.081,-1.007,-0.922,-0.4,1.122
1360.079,369.822,236.448,51.889,0.772,1.075,0.256,0.063,-0.155,0.742,997.009,24.9,136.024,51.142,997.52,25.2,131.716,48.686,-0.654,-0.23,-10.53,-0.081,-0.232,0.175,148,-946,-4119,-0.936,-0.351,0.033,0.007,38.4016212,-78.0610962,136.631,369.364,235.886,42.729,13,-0.235,-0.504,-10.49,-37.162,-9.215,0.675,-0.153,-0.137,0.225,21.752,2.817,62.574,99785,28.41,0.1,0,-0.075,-1.044,-0.873,-0.689,1.072
1360.179,369.814,236.67,51.022,0.716,1.073,-0.119,-0.023,-0.077,-0.025,997.075,24.897,135.466,50.583,997.51,25.19,131.801,48.77,-0.855,-0.158,-9.747,-0.102,-0.164,0.205,91,-916,-4091,-0.939,-0.341,0.041,-0.004,38.4016244,-78.061087,135.944,369.719,236.69,42.042,13,-0.492,-0.339,-9.623,-35.843,-10.059,-0.32,-0.121,-0.162,0.229,21.962,1.782,61.777,99808.008,28.41,0.1,-0.016,-0.05,-0.987,-0.741,-0.824,1.085
1360.279,370.04,237.185,50.31,0.657,1.09,-0.208,-0.256,-0.209,0.597,997.192,24.893,134.484,49.601,997.73,25.19,129.947,46.917,-1.573,-0.036,-10.293,-0.126,-0.07,0.379,27,-908,-4070,-0.944,-0.324,0.057,-0.017,38.4016277,-78.0610781,135.261,370.085,237.467,41.359,13,-1.247,-0.144,-9.97,-34.466,-10.849,-1.123,-0.074,-0.118,0.235,22.52,0.845,61.871,99831,28.41,0.1,-0.1,-0.025,-0.992,-0.519,-0.786,1.126
1360.379,370.338,237.855,49.726,0.592,1.205,-0.398,-0.237,0.052,0.063,997.248,24.893,134.007,49.124,997.79,25.19,129.442,46.411,-1.566,-0.273,-9.747,-0.117,-0.075,0.175,-51,-845,-4031,-0.946,-0.316,0.069,-0.018,38.4016309,-78.0610692,134.628,370.44,238.245,40.726,12,-1.352,-0.442,-9.655,-33.084,-11.351,-1.68,-0.035,-0.075,0.231,22.856,0.323,61.473,99827,28.39,0.1,-0.117,-0.031,-0.976,-0.259,-0.513,1.125
1360.479,370.677,238.684,48.97,0.558,1.399,-0.618,-0.138,0.188,0.18,997.343,24.889,133.211,48.328,997.8,25.19,129.357,46.327,-1.544,-0.46,-9.862,-0.062,-0.113,0.245,-110,-847,-4018,-0.949,-0.305,0.077,-0.013,38.401634,-78.0610602,133.97,370.785,239.031,40.068,13,-1.235,-0.772,-9.743,-31.684,-11.532,-2.084,-0.021,-0.017,0.242,22.723,-0.498,61.315,99839.008,28.4,0.1,-0.132,-0.06,-0.975,-0.099,-0.202,1.15
