State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1281.679,0.028,0.004,0.078,0.04,0.054,0.088,0.025,0.093,0.042,1003.451,21.837,81.859,0.015,1004.05,22.3,76.834,-0.218,-0.711,0.101,-9.826,-0.068,-0.006,-0.07,-3040,-2468,-3730,-0.996,0.082,0.037,-0.007,0,0,0,0,0,0,0,-0.529,-0.008,-9.61,66.076,-2.841,-0.267,-0.001,0,0.004,13.41,-30.839,56.66,100442,22.39,0.1,-0.051,0.001,-0.961,0.046,0.026,-0.238
1281.779,0.034,0.024,0.084,0.054,0.052,0.12,0.042,0.015,0.106,1003.45,21.837,81.867,0.024,1004.04,22.3,76.918,-0.042,-0.697,0.158,-9.891,0.004,-0.051,0.102,-3085,-2452,-3672,-0.995,0.087,0.038,-0.006,0,0,0,0,0,0,0,-0.47,0.083,-9.62,66.091,-2.835,-0.274,-0.001,0.001,-0.009,13.416,-30.639,56.173,100442,22.4,0.099,-0.047,0.004,-0.95,0.026,0.037,-0.199
1281.879,0.039,0.03,0.106,0.048,0.033,0.189,0.018,-0.003,0.161,1003.45,21.831,81.866,0.022,1004.03,22.29,77.002,0.1,-0.639,0.23,-9.948,-0.055,0.066,-0.072,-3060,-2454,-3691,-0.996,0.083,0.034,-0.009,0,0,0,0,0,0,0,-0.464,0.014,-9.627,66.086,-2.836,-0.269,0.001,0,0.001,13.526,-30.742,56.294,100431.008,22.4,0.1,-0.048,0.003,-0.963,0.035,0.028,-0.217
1281.979,0.027,0.029,0.118,-0.01,0.03,0.134,-0.043,0.014,0.031,1003.45,21.838,81.865,0.018,1004.08,22.3,76.583,-0.302,-0.718,0.251,-9.812,-0.04,0.021,-0.036,-3041,-2479,-3671,-0.996,0.081,0.035,-0.01,0,0,0,0,0,0,0,-0.511,0.035,-9.597,66.068,-2.84,-0.274,-0.002,0.001,0.006,13.412,-30.841,56.166,100431.008,22.39,0.1,-0.05,0.003,-0.961,0.024,0.033,-0.238
1282.079,0.009,0.026,0.099,-0.007,0.02,0.061,0.007,0.004,-0.004,1003.45,21.831,81.866,0.016,1004.03,22.3,77.002,0.184,-0.632,0.244,-9.783,0.004,0.026,0.026,-3079,-2451,-3692,-0.996,0.083,0.034,-0.01,0,0,0,0,0,0,0,-0.449,0.119,-9.593,66.088,-2.831,-0.295,0,-0.001,-0.007,13.414,-30.74,56.171,100442,22.39,0.1,-0.046,0.009,-0.961,0.026,0.036,-0.195
1282.179,0.003,0.012,0.05,-0.008,0.023,0.041,0.002,0.051,0.027,1003.449,21.837,81.874,0.021,1004.15,22.3,75.996,-0.763,-0.668,0.23,-9.812,-0.083,-0.015,0.004,-3055,-2456,-3692,-0.996,0.083,0.035,-0.011,0,0,0,0,0,0,0,-0.449,0.043,-9.585,66.079,-2.826,-0.29,0.004,0,0.003,13.304,-30.637,56.298,100435.008,22.41,0.1,-0.046,0.008,-0.962,0.049,0.028,-0.225
1282.279,0,0.011,0.035,-0.011,0.035,0.058,-0.011,0.056,0.101,1003.451,21.834,81.856,0.004,1004.06,22.29,76.75,0,-0.718,0.194,-9.884,-0.019,-0.011,-0.03,-3017,-2468,-3722,-0.996,0.081,0.036,-0.01,0,0,0,0,0,0,0,-0.497,0.011,-9.637,66.059,-2.827,-0.273,0,-0.001,-0.001,13.525,-30.843,56.416,100446.008,22.41,0.1,-0.046,0.002,-0.963,0.042,0.025,-0.236
1282.379,0,0.013,0.038,0.011,0.011,0.088,0.059,-0.056,0.107,1003.45,21.835,81.862,0.007,1004.07,22.3,76.667,-0.184,-0.69,0.215,-9.891,0.119,-0.124,-0.087,-3069,-2445,-3708,-0.996,0.077,0.039,-0.006,0,0,0,0,0,0,0,-0.476,0.034,-9.639,66.062,-2.843,-0.27,-0.001,0.001,0.001,13.645,-30.544,56.056,100435.008,22.41,0.1,-0.05,0.004,-0.962,0.035,0.025,-0.213
1282.479,0.007,0.006,0.054,0.038,-0.021,0.082,0.061,-0.062,0.02,1003.448,21.832,81.879,0.023,1004.07,22.31,76.667,-0.067,-0.682,0.194,-9.805,0.077,-0.072,-0.045,-3062,-2509,-3711,-0.996,0.075,0.039,-0.004,0,0,0,0,0,0,0,-0.474,0.015,-9.608,66.054,-2.838,-0.264,0,0,0,13.643,-30.645,56.3,100446.008,22.4,0.1,-0.049,0.004,-0.962,0.036,0.039,-0.223
1282.579,0.021,-0.009,0.067,0.058,-0.05,0.089,0.048,-0.055,0.056,1003.448,21.827,81.886,0.028,1004.07,22.3,76.667,-0.075,-0.682,0.223,-9.841,0.009,-0.038,-0.085,-3081,-2450,-3630,-0.997,0.071,0.038,-0.006,0,0,0,0,0,0,0,-0.455,0.072,-9.614,66.062,-2.827,-0.268,-0.001,-0.001,-0.004,13.754,-30.748,56.173,100435.008,22.41,0.1,-0.045,0.005,-0.962,0.031,0.03,-0.205
1282.679,0.029,-0.015,0.079,0.03,-0.002,0.092,-0.02,0.06,0.057,1003.447,21.825,81.894,0.033,1004.1,22.31,76.415,-0.285,-0.711,0.165,-9.841,-0.096,0.083,0.111,-3043,-2457,-3608,-0.996,0.076,0.035,-0.009,0,0,0,0,0,0,0,-0.466,0.078,-9.656,66.049,-2.83,-0.278,0,0,0.007,13.754,-30.748,56.297,100435.008,22.41,0.1,-0.048,0.007,-0.961,0.033,0.027,-0.224
1282.779,0.028,-0.003,0.082,0.033,0.026,0.112,0.024,0.034,0.092,1003.447,21.832,81.886,0.021,1004.12,22.3,76.248,-0.469,-0.668,0.266,-9.876,-0.109,-0.023,0.162,-3050,-2463,-3636,-0.996,0.084,0.036,-0.012,0,0,0,0,0,0,0,-0.49,0.04,-9.622,66.024,-2.833,-0.274,0,0,0,13.532,-30.542,56.428,100446.008,22.41,0.1,-0.048,0.006,-0.961,0.041,0.028,-0.242
1282.879,0.019,0.023,0.097,-0.009,0.086,0.162,-0.036,0.083,0.133,1003.448,21.832,81.886,0.02,1004.08,22.31,76.583,-0.159,-0.769,0.151,-9.912,0.006,0.017,0.07,-3113,-2436,-3657,-0.995,0.087,0.037,-0.008,0,0,0,0,0,0,0,-0.51,0.031,-9.606,66.022,-2.842,-0.273,-0.001,0.002,-0.007,13.307,-30.538,56.056,100439,22.42,0.1,-0.05,0.004,-0.962,0.034,0.029,-0.215
1282.979,0.015,0.048,0.115,0.033,0.073,0.154,0.052,0.014,0.074,1003.448,21.838,81.885,0.02,1004.12,22.31,76.248,-0.453,-0.646,0.129,-9.862,0.047,-0.028,-0.055,-3040,-2453,-3703,-0.996,0.085,0.036,-0.005,0,0,0,0,0,0,0,-0.424,0.015,-9.609,66.037,-2.836,-0.266,0.001,0,-0.004,13.524,-30.946,56.042,100435.008,22.41,0.099,-0.046,0.004,-0.951,0.038,0.033,-0.198
1283.079,0.009,0.055,0.141,-0.025,0.057,0.128,-0.049,0.013,0.041,1003.443,21.825,81.923,0.058,1004.06,22.31,76.75,-0.025,-0.69,0.158,-9.826,-0.009,0.104,0.107,-3039,-2452,-3687,-0.995,0.09,0.033,-0.005,0,0,0,0,0,0,0,-0.49,0.056,-9.604,66.023,-2.842,-0.264,-0.002,-0.001,0.006,13.528,-30.744,56.173,100439,22.42,0.1,-0.048,0.004,-0.962,0.032,0.027,-0.23
1283.179,0.002,0.025,0.078,-0.034,0.03,0.11,-0.048,-0.075,0.097,1003.446,21.837,81.902,0.036,1004,22.3,77.253,0.537,-0.725,0.287,-9.876,0.038,-0.015,-0.036,-3030,-2453,-3739,-0.995,0.088,0.036,-0.007,0,0,0,0,0,0,0,-0.491,0.052,-9.595,66.011,-2.842,-0.271,0,0.001,0.008,13.756,-30.648,56.302,100451.008,22.42,0.099,-0.048,0.006,-0.949,0.032,0.034,-0.223
1283.279,-0.004,0.02,0.073,-0.022,0.033,0.13,0.04,0.029,0.125,1003.446,21.834,81.898,0.031,1004.05,22.31,76.834,0.168,-0.754,0.151,-9.905,-0.017,-0.13,-0.011,-3027,-2470,-3689,-0.995,0.088,0.04,-0.006,0,0,0,0,0,0,0,-0.469,0.065,-9.65,65.999,-2.838,-0.274,0.002,-0.001,-0.009,13.642,-30.747,56.298,100435.008,22.42,0.099,-0.046,0.007,-0.949,0.038,0.028,-0.227
1283.379,-0.003,0.019,0.079,0.015,0.027,0.131,0.094,-0.004,0.054,1003.447,21.843,81.888,0.023,1004.1,22.3,76.415,-0.251,-0.761,0.187,-9.833,-0.034,-0.166,-0.107,-3053,-2441,-3697,-0.996,0.082,0.044,-0.006,0,0,0,0,0,0,0,-0.485,0.035,-9.6,66.007,-2.839,-0.269,-0.001,0,-0.006,13.525,-30.946,56.167,100439,22.42,0.1,-0.048,0.005,-0.962,0.041,0.029,-0.206
1283.479,0.006,0.018,0.096,0.035,0.014,0.126,0.047,-0.015,0.046,1003.445,21.839,81.906,0.04,1004.03,22.3,77.002,0.318,-0.74,0.194,-9.826,0.015,0.019,-0.06,-3027,-2448,-3640,-0.996,0.08,0.041,-0.006,0,0,0,0,0,0,0,-0.484,0.046,-9.646,66.007,-2.843,-0.268,-0.001,0,0.006,13.757,-30.649,56.055,100424,22.41,0.101,-0.049,0.004,-0.975,0.035,0.031,-0.217
1283.579,0.026,0.01,0.105,0.092,-0.021,0.141,0.115,-0.054,0.109,1003.446,21.833,81.899,0.031,1003.99,22.3,77.337,0.629,-0.718,0.23,-9.891,0.026,-0.17,-0.045,-3061,-2439,-3672,-0.996,0.078,0.043,-0.006,0,0,0,0,0,0,0,-0.496,0.032,-9.602,65.989,-2.845,-0.27,0,0.001,0.008,13.531,-30.645,56.054,100451.008,22.42,0.099,-0.048,0.005,-0.949,0.033,0.031,-0.233
1283.679,0.061,-0.003,0.102,0.151,-0.025,0.12,0.131,-0.007,0.067,1003.447,21.847,81.889,0.018,1004.1,22.31,76.415,-0.251,-0.654,0.144,-9.855,0.026,-0.079,0.021,-3030,-2462,-3661,-0.996,0.079,0.04,-0.005,0,0,0,0,0,0,0,-0.496,0.013,-9.63,65.984,-2.841,-0.267,-0.001,0.002,-0.004,13.19,-30.737,56.421,100451.008,22.42,0.1,-0.048,0.004,-0.962,0.034,0.033,-0.225
1283.779,0.092,-0.015,0.102,0.145,-0.042,0.143,0.057,-0.032,0.119,1003.447,21.844,81.894,0.021,1004.04,22.3,76.918,0.319,-0.661,0.208,-9.905,-0.011,0.006,-0.089,-3037,-2483,-3702,-0.997,0.074,0.037,-0.007,0,0,0,0,0,0,0,-0.466,0.061,-9.622,66.002,-2.838,-0.269,0,0,-0.005,13.419,-30.643,56.054,100439,22.43,0.099,-0.046,0.005,-0.949,0.032,0.029,-0.198
1283.879,0.087,-0.034,0.082,0.045,-0.081,0.028,-0.058,-0.066,-0.061,1003.447,21.837,81.887,0.012,1004,22.3,77.253,0.696,-0.725,0.266,-9.718,0.049,0.087,-0.211,-3065,-2459,-3664,-0.997,0.064,0.035,-0.008,0,0,0,0,0,0,0,-0.473,0.046,-9.547,65.989,-2.84,-0.271,0.001,0,0.001,13.529,-30.745,56.175,100439,22.42,0.1,-0.048,0.007,-0.961,0.04,0.028,-0.23
1283.979,0.044,-0.054,0.03,-0.034,-0.08,-0.071,-0.055,-0.03,-0.083,1003.447,21.843,81.886,0.009,1004.12,22.3,76.248,-0.277,-0.711,0.294,-9.697,-0.026,0.066,0.045,-3085,-2422,-3636,-0.997,0.066,0.035,-0.011,0,0,0,0,0,0,0,-0.489,0.036,-9.611,65.981,-2.842,-0.267,0,0.001,0.004,13.76,-30.55,55.936,100439,22.42,0.1,-0.049,0.005,-0.962,0.039,0.031,-0.222
1284.079,0.003,-0.05,0.029,-0.037,-0.019,0.059,-0.002,0.031,0.118,1003.444,21.831,81.916,0.032,1004.09,22.3,76.499,0,-0.754,0.165,-9.898,0.032,-0.068,-0.053,-3103,-2459,-3639,-0.997,0.064,0.038,-0.007,0,0,0,0,0,0,0,-0.472,0.04,-9.629,65.975,-2.837,-0.264,0,-0.001,0.001,13.639,-30.95,56.045,100439,22.43,0.099,-0.046,0.004,-0.95,0.034,0.03,-0.219
1284.179,-0.001,-0.021,0.013,-0.033,-0.014,0.049,0.018,-0.038,0.004,1003.448,21.844,81.886,0,1004.07,22.3,76.667,0.042,-0.725,0.28,-9.783,-0.013,-0.032,0.03,-3051,-2449,-3699,-0.997,0.065,0.039,-0.01,0,0,0,0,0,0,0,-0.477,0.014,-9.602,65.968,-2.84,-0.261,-0.001,0,-0.003,13.641,-30.849,56.297,100439,22.43,0.099,-0.048,0.004,-0.949,0.036,0.029,-0.22
1284.279,-0.005,-0.014,0.004,-0.02,-0.014,0.048,0.044,-0.016,0.026,1003.449,21.845,81.87,-0.02,1004.11,22.32,76.331,-0.302,-0.668,0.165,-9.812,0.107,-0.011,0.072,-3067,-2451,-3669,-0.997,0.069,0.037,-0.005,0,0,0,0,0,0,0,-0.464,0.051,-9.624,65.972,-2.836,-0.262,-0.001,0,-0.003,13.193,-30.638,56.426,100439,22.43,0.1,-0.047,0.005,-0.961,0.034,0.03,-0.21
1284.379,-0.009,-0.012,0.01,-0.03,-0.007,0.04,-0.034,0.012,-0.006,1003.447,21.841,81.889,-0.003,1004.05,22.3,76.834,0.226,-0.718,0.18,-9.776,-0.03,0.062,0.134,-3076,-2478,-3659,-0.996,0.076,0.035,-0.007,0,0,0,0,0,0,0,-0.468,0.012,-9.575,65.961,-2.837,-0.263,0,0.001,0.002,13.419,-30.643,56.18,100443.008,22.435,0.1,-0.048,0.005,-0.961,0.037,0.029,-0.227
1284.479,-0.017,-0.008,0.003,-0.043,0.001,0.008,-0.037,0.011,-0.044,1003.449,21.836,81.876,-0.02,1004.05,22.31,76.834,0.193,-0.697,0.158,-9.74,0.023,0.06,0.087,-3117,-2472,-3645,-0.996,0.08,0.034,-0.006,0,0,0,0,0,0,0,-0.465,0.037,-9.587,65.953,-2.839,-0.259,-0.001,0.001,0,13.411,-31.046,56.041,100439,22.43,0.1,-0.048,0.004,-0.962,0.036,0.03,-0.226
1284.579,-0.029,-0.007,0.008,-0.063,-0.014,0.026,-0.055,-0.031,0.037,1003.446,21.839,81.899,0.002,1004.04,22.31,76.918,0.21,-0.725,0.158,-9.819,0.096,0.036,0.117,-3097,-2468,-3672,-0.996,0.086,0.035,-0.003,0,0,0,0,0,0,0,-0.492,0.059,-9.669,65.953,-2.84,-0.259,-0.001,-0.001,-0.003,13.644,-30.749,56.178,100428,22.43,0.1,-0.048,0.004,-0.962,0.034,0.03,-0.218
1284.679,-0.039,-0.011,0.017,-0.059,-0.021,0.104,-0.022,-0.017,0.152,1003.448,21.83,81.882,-0.015,1004.1,22.32,76.415,-0.293,-0.718,0.194,-9.934,-0.043,0.006,-0.128,-3087,-2468,-3729,-0.996,0.08,0.036,-0.006,0,0,0,0,0,0,0,-0.456,0.034,-9.65,65.947,-2.838,-0.26,0.001,0.002,0.004,13.535,-30.546,56.186,100428,22.43,0.1,-0.048,0.005,-0.962,0.036,0.033,-0.223
1284.779,-0.043,-0.013,0.041,-0.049,-0.017,0.133,-0.017,-0.005,0.098,1003.448,21.84,81.883,-0.014,1004.15,22.32,75.996,-0.78,-0.654,0.223,-9.884,-0.032,0.072,0.053,-3066,-2473,-3710,-0.996,0.082,0.033,-0.008,0,0,0,0,0,0,0,-0.474,0.031,-9.596,65.949,-2.834,-0.263,-0.001,0,-0.001,13.42,-30.645,56.182,100439,22.43,0.099,-0.046,0.005,-0.948,0.034,0.031,-0.217
1284.879,-0.043,-0.016,0.061,-0.054,-0.028,0.137,-0.034,-0.023,0.075,1003.447,21.838,81.886,-0.011,1003.99,22.3,77.337,0.495,-0.74,0.215,-9.855,0.055,-0.045,-0.021,-3091,-2432,-3677,-0.996,0.081,0.037,-0.007,0,0,0,0,0,0,0,-0.478,0.05,-9.567,65.944,-2.837,-0.265,0.001,0,-0.004,13.762,-30.552,55.816,100428,22.435,0.1,-0.048,0.006,-0.96,0.036,0.027,-0.225
1284.979,-0.047,-0.012,0.084,-0.061,0.012,0.134,-0.034,0.034,0.064,1003.445,21.84,81.906,0.008,1004.05,22.31,76.834,-0.008,-0.711,0.122,-9.848,0.002,0.079,-0.077,-3076,-2431,-3668,-0.996,0.077,0.035,-0.005,0,0,0,0,0,0,0,-0.504,0.058,-9.614,65.95,-2.838,-0.264,0,0,-0.003,13.647,-30.65,55.935,100432.008,22.44,0.1,-0.049,0.005,-0.962,0.036,0.031,-0.212
1285.079,-0.065,0.001,0.08,-0.111,0.013,0.112,-0.08,0.001,0.05,1003.448,21.844,81.886,-0.011,1004.03,22.3,77.002,0.184,-0.69,0.23,-9.833,-0.064,0.143,-0.07,-3085,-2446,-3635,-0.997,0.074,0.032,-0.009,0,0,0,0,0,0,0,-0.453,0.053,-9.641,65.944,-2.838,-0.262,0.001,0.001,0.005,13.649,-30.549,56.063,100432.008,22.435,0.1,-0.048,0.004,-0.962,0.036,0.032,-0.22
1285.179,-0.034,0.001,0.02,-0.104,0.006,0.095,-0.065,-0.038,0.092,1003.449,21.858,81.876,-0.019,1004.09,22.31,76.499,-0.26,-0.747,0.323,-9.869,-0.006,-0.017,0.026,-3064,-2442,-3611,-0.996,0.075,0.036,-0.011,0,0,0,0,0,0,0,-0.475,0.065,-9.628,65.934,-2.836,-0.264,0.002,0,0.003,13.532,-30.748,56.055,100432.008,22.44,0.1,-0.048,0.005,-0.961,0.035,0.032,-0.228
1285.279,-0.035,0.002,0.025,-0.095,0.014,0.107,-0.003,0.031,0.073,1003.447,21.845,81.892,0,1004.07,22.3,76.667,-0.042,-0.704,0.23,-9.855,-0.017,-0.002,-0.026,-3058,-2446,-3700,-0.997,0.074,0.036,-0.011,0,0,0,0,0,0,0,-0.474,0.074,-9.633,65.935,-2.835,-0.266,-0.001,-0.002,-0.006,13.642,-30.85,56.547,100443.008,22.44,0.1,-0.046,0.005,-0.96,0.034,0.028,-0.221
1285.379,-0.043,0.006,0.039,-0.087,0.029,0.12,-0.006,0.045,0.069,1003.446,21.849,81.895,0.003,1004.04,22.3,76.918,0.168,-0.761,0.208,-9.848,-0.04,-0.038,-0.062,-3064,-2428,-3728,-0.997,0.07,0.039,-0.01,0,0,0,0,0,0,0,-0.478,0.028,-9.594,65.941,-2.841,-0.266,0,0,-0.003,13.534,-30.647,56.307,100432.008,22.44,0.099,-0.048,0.005,-0.95,0.035,0.027,-0.212
1285.479,-0.049,0.019,0.056,-0.058,0.071,0.121,0.03,0.099,0.053,1003.447,21.849,81.894,0.005,1004.06,22.32,76.75,0.017,-0.661,0.136,-9.841,-0.092,0.055,-0.013,-3039,-2462,-3674,-0.997,0.069,0.035,-0.01,0,0,0,0,0,0,0,-0.473,0.021,-9.626,65.943,-2.84,-0.268,-0.001,0.001,0,13.419,-30.746,56.303,100443.008,22.44,0.1,-0.049,0.005,-0.962,0.035,0.033,-0.218
1285.579,-0.046,0.04,0.062,-0.037,0.094,0.098,0.003,0.067,0.029,1003.447,21.852,81.89,0.001,1004.12,22.31,76.248,-0.444,-0.718,0.158,-9.812,-0.051,-0.032,0.053,-3056,-2434,-3662,-0.997,0.072,0.037,-0.009,0,0,0,0,0,0,0,-0.455,0.055,-9.625,65.939,-2.834,-0.264,-0.001,0,0,13.186,-31.043,56.291,100443.008,22.44,0.1,-0.046,0.004,-0.962,0.035,0.03,-0.225
1285.679,-0.038,0.056,0.055,-0.027,0.083,0.088,-0.013,0.024,0.061,1003.448,21.851,81.878,-0.01,1004.09,22.32,76.499,-0.193,-0.74,0.251,-9.841,-0.077,0.009,-0.068,-3064,-2468,-3645,-0.997,0.068,0.038,-0.011,0,0,0,0,0,0,0,-0.485,0.042,-9.641,65.934,-2.838,-0.273,-0.001,0,0.008,13.639,-31.053,56.045,100443.008,22.45,0.099,-0.049,0.006,-0.948,0.029,0.031,-0.221
1285.779,-0.028,0.055,0.057,-0.012,0.041,0.051,0,-0.015,-0.003,1003.445,21.853,81.904,0.016,1004.02,22.31,77.086,0.486,-0.733,0.28,-9.776,0.038,-0.026,0.23,-3083,-2447,-3681,-0.996,0.08,0.038,-0.011,0,0,0,0,0,0,0,-0.448,0.036,-9.593,65.913,-2.826,-0.274,0,0,-0.008,13.647,-30.65,56.309,100443.008,22.44,0.1,-0.046,0.006,-0.961,0.038,0.034,-0.242
1285.879,-0.011,0.036,0.049,0.026,0.002,0.061,0.036,-0.021,0.053,1003.447,21.849,81.894,0.007,1004.11,22.33,76.331,-0.277,-0.711,0.287,-9.833,0.004,-0.047,-0.092,-3073,-2443,-3597,-0.996,0.075,0.039,-0.011,0,0,0,0,0,0,0,-0.468,0.066,-9.575,65.929,-2.83,-0.276,0.001,0,-0.009,13.537,-30.548,56.188,100432.008,22.44,0.099,-0.047,0.005,-0.95,0.035,0.025,-0.202
1285.979,0.02,0.018,0.04,0.08,-0.001,0.06,0.067,0.007,0.04,1003.448,21.859,81.883,-0.007,1004.04,22.31,76.918,0.252,-0.654,0.208,-9.826,0.036,-0.038,0.092,-3109,-2466,-3658,-0.996,0.08,0.037,-0.008,0,0,0,0,0,0,0,-0.453,0.052,-9.587,65.922,-2.824,-0.27,0.002,-0.003,0.006,13.426,-30.445,56.192,100443.008,22.44,0.101,-0.048,0.005,-0.975,0.043,0.032,-0.225
1286.079,0.037,0.012,0.043,0.032,0.016,0.033,-0.026,0.022,0,1003.446,21.851,81.898,0.012,1004.03,22.3,77.002,0.285,-0.697,0.201,-9.783,-0.011,0.079,0.004,-3052,-2420,-3673,-0.996,0.08,0.035,-0.008,0,0,0,0,0,0,0,-0.507,0.025,-9.617,65.901,-2.831,-0.26,-0.002,0,0.002,13.758,-30.754,56.306,100443.008,22.44,0.1,-0.048,0.003,-0.962,0.035,0.023,-0.247
1286.179,0.017,0.006,0.025,0.016,0.012,0.023,-0.034,-0.005,-0.002,1003.446,21.851,81.898,0.013,1003.96,22.32,77.589,0.888,-0.675,0.208,-9.783,0.038,0.058,0.107,-3060,-2464,-3660,-0.996,0.085,0.033,-0.007,0,0,0,0,0,0,0,-0.438,0.063,-9.66,65.922,-2.831,-0.267,-0.001,0,0.002,13.53,-30.849,56.425,100432.008,22.44,0.099,-0.047,0.006,-0.95,0.031,0.032,-0.197
1286.279,0.009,0.004,0.025,-0.018,0.002,0.032,-0.116,-0.03,0.043,1003.445,21.846,81.904,0.017,1003.98,22.31,77.421,0.688,-0.797,0.223,-9.819,0.068,0.068,-0.089,-2994,-2470,-3696,-0.996,0.081,0.036,-0.006,0,0,0,0,0,0,0,-0.485,0.033,-9.631,65.898,-2.832,-0.267,0.002,-0.003,-0.012,13.418,-30.848,56.053,100420.008,22.45,0.1,-0.044,0.006,-0.961,0.037,0.019,-0.244
1286.379,-0.001,0.007,0.037,-0.042,0.031,0.027,-0.064,0.082,-0.016,1003.443,21.851,81.927,0.039,1003.99,22.32,77.337,0.595,-0.797,0.079,-9.762,-0.038,0.04,0.104,-3045,-2454,-3686,-0.996,0.086,0.037,-0.004,0,0,0,0,0,0,0,-0.503,0.001,-9.576,65.896,-2.853,-0.256,0,-0.001,-0.003,13.541,-30.347,56.569,100436.008,22.45,0.099,-0.051,0.003,-0.951,0.042,0.018,-0.223
1286.479,-0.01,0.01,0.034,-0.019,0.005,-0.004,0.042,-0.05,-0.053,1003.444,21.851,81.913,0.023,1004.08,22.32,76.583,-0.151,-0.668,0.18,-9.733,0.051,-0.051,-0.032,-3037,-2461,-3723,-0.996,0.085,0.037,-0.004,0,0,0,0,0,0,0,-0.474,0.083,-9.611,65.899,-2.859,-0.263,0,-0.001,0.009,13.643,-30.852,56.55,100436.008,22.45,0.1,-0.05,0.005,-0.962,0.029,0.027,-0.217
1286.579,-0.012,0.009,0.028,-0.016,0.013,0.019,-0.002,0.02,0.053,1003.445,21.851,81.906,0.017,1004,22.32,77.253,0.587,-0.747,0.165,-9.833,-0.053,-0.013,0.175,-3014,-2460,-3680,-0.995,0.093,0.038,-0.006,0,0,0,0,0,0,0,-0.491,0.009,-9.623,65.877,-2.863,-0.259,0.002,-0.002,-0.002,13.539,-30.448,56.441,100432.008,22.44,0.099,-0.048,0.007,-0.948,0.046,0.026,-0.24
1286.679,-0.018,0.013,0.035,-0.045,0.028,0.084,-0.057,0.031,0.125,1003.446,21.858,81.898,0.009,1004.06,22.32,76.75,0.076,-0.754,0.165,-9.905,-0.015,0.115,0.06,-3013,-2450,-3723,-0.995,0.096,0.036,-0.006,0,0,0,0,0,0,0,-0.488,-0.001,-9.603,65.876,-2.868,-0.24,-0.002,0.001,-0.005,13.539,-30.448,56.566,100443.008,22.45,0.099,-0.049,0.001,-0.95,0.042,0.029,-0.22
1286.779,-0.033,0.016,0.059,-0.069,0.02,0.102,-0.054,0.001,0.066,1003.445,21.852,81.911,0.02,1003.95,22.31,77.672,0.889,-0.718,0.223,-9.848,-0.028,0.079,-0.098,-3033,-2491,-3712,-0.995,0.091,0.035,-0.008,0,0,0,0,0,0,0,-0.447,0.092,-9.636,65.892,-2.863,-0.245,0.001,0,0.001,13.54,-30.448,56.442,100447.008,22.46,0.099,-0.047,0.003,-0.952,0.026,0.031,-0.2
1286.879,-0.054,0.018,0.084,-0.104,0.026,0.139,-0.074,0.019,0.1,1003.444,21.86,81.916,0.025,1004,22.32,77.253,0.57,-0.812,0.122,-9.876,0.062,0.013,-0.262,-3042,-2426,-3728,-0.996,0.078,0.038,-0.004,0,0,0,0,0,0,0,-0.567,0.039,-9.625,65.864,-2.875,-0.247,-0.002,-0.001,-0.007,13.531,-30.851,56.303,100447.008,22.46,0.099,-0.049,0.005,-0.948,0.033,0.022,-0.249
1286.979,-0.062,0.007,0.08,-0.053,-0.031,0.136,0.016,-0.054,0.08,1003.449,21.866,81.874,-0.016,1004.02,22.31,77.086,0.394,-0.711,0.223,-9.862,0.002,-0.023,-0.089,-3029,-2489,-3712,-0.997,0.074,0.038,-0.006,0,0,0,0,0,0,0,-0.467,0.103,-9.598,65.901,-2.876,-0.261,-0.002,0.005,0.011,13.424,-30.546,56.686,100447.008,22.46,0.1,-0.053,0.006,-0.96,0.025,0.039,-0.19
