State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),DPS368 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
14.553,0,0,55.351,-282.516,-1028.233,7.607,-38.826,-141.309,0.523,-2.668,-9.710,0.000,0.000,0.0116870,0.000,9144.000,0.114,4.000,0.001,0.010,918.276,28.154,822.065,0.000,10.078,-0.129,0.316,-0.032,-0.019,0.000,4198.000,-1273.000,-13988.000,0.082,-0.693,0.097,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14.654,0,0,0.020,-0.102,-0.059,-0.046,0.259,0.991,0.564,-2.652,-9.593,0.000,0.000,0.0116870,0.000,9144.000,0.001,1.501,0.004,0.032,918.273,28.157,822.095,0.015,9.963,-0.165,0.316,-0.021,0.023,-0.034,4273.000,-1268.000,-13967.000,0.082,-0.692,0.096,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.128,9.830,-0.157,-0.001,0.002,-0.001,0.000,0.000
14.755,0,0,0.009,-0.044,0.002,-0.002,-0.003,0.015,0.453,-2.658,-9.677,0.000,0.000,0.0116870,0.000,9144.000,0.000,1.725,0.009,0.045,918.272,28.154,822.098,0.012,10.042,-0.165,0.215,-0.009,0.040,-0.079,4227.000,-1284.000,-13979.000,0.083,-0.692,0.094,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.059,9.790,-0.128,-0.001,0.001,-0.001,0.000,0.000
14.856,0,0,0.007,-0.038,-0.026,0.040,-0.266,-0.956,0.420,-2.622,-9.645,0.000,0.000,0.0116870,0.000,9144.000,0.001,1.593,0.015,0.061,918.272,28.158,822.103,0.013,9.999,-0.244,0.237,-0.113,0.011,0.166,4238.000,-1291.000,-13891.000,0.074,-0.694,0.095,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.339,0.000,0.000,-0.137,9.859,-0.196,-0.001,0.002,-0.001,0.000,0.000
14.957,0,0,0.009,-0.058,-0.122,0.068,-0.526,-1.922,0.280,-2.607,-9.638,0.000,0.000,0.0116870,0.000,9144.000,0.002,1.499,0.023,0.079,918.270,28.152,822.116,0.020,9.984,-0.223,0.165,0.015,-0.085,-0.102,4213.000,-1320.000,-13929.000,0.078,-0.697,0.093,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.069,9.761,-0.137,-0.001,0.001,-0.001,0.000,0.000
15.058,0,0,0.014,-0.098,-0.288,0.106,-0.779,-2.894,0.380,-2.537,-9.742,0.000,0.000,0.0116870,0.000,9144.000,0.002,0.980,0.031,0.085,918.272,28.155,822.097,0.001,10.070,-0.129,0.259,0.000,-0.119,-0.098,4232.000,-1269.000,-13956.000,0.081,-0.697,0.090,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.128,9.702,-0.167,-0.001,0.002,-0.002,0.000,0.000
15.159,0,0,0.022,-0.156,-0.516,0.144,-1.033,-3.849,0.382,-2.563,-9.654,0.000,0.000,0.0116870,0.000,9144.000,0.003,0.884,0.041,0.101,918.272,28.154,822.098,0.002,9.991,-0.165,0.266,0.011,-0.126,-0.072,4198.000,-1295.000,-13929.000,0.081,-0.697,0.090,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.059,9.790,-0.137,-0.000,0.002,-0.001,0.000,0.000
15.260,0,0,0.032,-0.231,-0.804,0.169,-1.286,-4.794,0.257,-2.564,-9.671,0.000,0.000,0.0116870,0.000,9144.000,0.004,0.844,0.053,0.115,918.273,28.157,822.095,-0.001,10.006,-0.201,0.158,-0.038,-0.017,0.009,4204.000,-1301.000,-13958.000,0.078,-0.698,0.090,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.039,9.820,-0.108,-0.001,0.002,0.000,0.000,0.000
15.361,0,0,0.044,-0.322,-1.149,0.210,-1.538,-5.719,0.417,-2.572,-9.631,0.000,0.000,0.0116870,0.000,9144.000,0.004,0.824,0.066,0.133,918.273,28.159,822.086,-0.008,9.970,-0.294,0.237,-0.081,0.128,0.053,4185.000,-1282.000,-13956.000,0.071,-0.694,0.091,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.078,9.859,-0.157,-0.000,0.001,-0.001,0.000,0.000
15.462,0,0,0.059,-0.430,-1.544,0.240,-1.788,-6.630,0.314,-2.577,-9.719,0.000,0.000,0.0116870,0.000,9144.000,0.005,1.455,0.080,0.142,918.273,28.157,822.095,0.000,10.056,-0.187,0.187,0.092,-0.038,0.100,4226.000,-1279.000,-13907.000,0.074,-0.696,0.095,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.078,9.859,-0.157,-0.000,0.001,-0.001,0.000,0.000
15.563,0,0,0.075,-0.552,-1.988,0.266,-2.033,-7.506,0.275,-2.542,-9.655,0.000,0.000,0.0116870,0.000,9144.000,0.006,1.157,0.096,0.157,918.274,28.163,822.083,-0.012,9.984,-0.208,0.158,-0.038,0.009,0.002,4216.000,-1268.000,-13981.000,0.074,-0.697,0.092,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91861.242,27.339,0.000,0.000,-0.078,9.771,-0.206,-0.001,0.001,-0.000,0.000,0.000
15.664,0,0,0.093,-0.689,-2.469,0.314,-2.273,-8.348,0.489,-2.527,-9.695,0.000,0.000,0.0116870,0.000,9144.000,0.007,1.053,0.113,0.169,918.273,28.158,822.095,-0.000,10.027,-0.122,0.259,0.066,0.075,-0.202,4209.000,-1269.000,-13933.000,0.082,-0.693,0.089,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91861.242,27.339,0.000,0.000,-0.078,9.771,-0.206,-0.001,0.001,-0.000,0.000,0.000
15.765,0,0,0.115,-0.840,-2.982,0.369,-2.523,-9.142,0.576,-2.670,-9.672,0.000,0.000,0.0116870,0.000,9144.000,0.007,1.481,0.131,0.183,918.275,28.169,822.069,-0.025,10.042,-0.208,0.366,0.053,-0.115,-0.015,4268.000,-1254.000,-13986.000,0.081,-0.693,0.093,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.137,9.810,-0.078,-0.001,0.001,-0.001,0.000,0.000
15.866,0,0,0.140,-1.004,-3.512,0.410,-2.772,-9.881,0.434,-2.694,-9.691,0.000,0.000,0.0116870,0.000,9144.000,0.008,1.457,0.151,0.195,918.272,28.162,822.099,0.004,10.063,-0.180,0.251,0.051,-0.060,-0.064,4208.000,-1264.000,-13914.000,0.084,-0.694,0.094,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.137,9.810,-0.078,-0.001,0.001,-0.001,0.000,0.000
15.967,0,0,0.167,-1.181,-4.052,0.446,-3.006,-10.547,0.396,-2.608,-9.611,0.000,0.000,0.0116870,0.000,9144.000,0.009,1.274,0.172,0.214,918.274,28.162,822.084,-0.011,9.963,-0.144,0.237,-0.026,-0.072,-0.060,4217.000,-1279.000,-13907.000,0.084,-0.695,0.093,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.098,9.879,-0.088,-0.001,0.001,-0.001,0.000,0.000
16.068,0,0,0.195,-1.369,-4.587,0.475,-3.240,-11.144,0.343,-2.662,-9.637,0.000,0.000,0.0116870,0.000,9144.000,0.009,1.110,0.195,0.232,918.273,28.164,822.090,-0.005,9.999,-0.223,0.223,-0.036,-0.058,0.066,4242.000,-1268.000,-13902.000,0.079,-0.696,0.095,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.098,9.879,-0.088,-0.001,0.001,-0.001,0.000,0.000
16.169,0,0,0.224,-1.566,-5.105,0.499,-3.456,-11.668,0.289,-2.557,-9.672,0.000,0.000,0.0116870,0.000,9144.000,0.010,1.027,0.220,0.246,918.272,28.176,822.096,0.001,10.006,-0.136,0.158,-0.021,0.013,-0.038,4242.000,-1269.000,-13877.000,0.080,-0.696,0.092,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.108,9.790,-0.177,0.000,0.001,0.000,0.000,0.000
16.270,0,0,0.254,-1.771,-5.597,0.538,-3.666,-12.114,0.463,-2.576,-9.700,0.000,0.000,0.0116870,0.000,9144.000,0.011,1.001,0.246,0.257,918.273,28.170,822.094,-0.001,10.042,-0.122,0.309,0.021,-0.085,0.028,4265.000,-1289.000,-13965.000,0.081,-0.695,0.093,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.108,9.790,-0.177,0.000,0.001,0.000,0.000,0.000
16.371,0,0,0.285,-1.981,-6.051,0.563,-3.859,-12.476,0.333,-2.496,-9.664,0.000,0.000,0.0116870,0.000,9144.000,0.011,1.138,0.273,0.271,918.270,28.173,822.115,0.020,9.984,-0.151,0.187,-0.098,0.021,0.094,4233.000,-1288.000,-13910.000,0.076,-0.696,0.091,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.344,0.000,0.000,-0.167,9.800,-0.088,-0.000,0.001,0.000,0.000,0.000
16.549,0,0,0.361,-2.492,-7.397,0.623,-4.223,-13.412,0.402,-2.487,-9.694,0.000,0.000,0.0116870,0.000,9144.000,0.012,1.160,0.301,0.283,918.271,28.166,822.112,0.017,10.013,-0.129,0.215,0.006,0.047,-0.015,4236.000,-1285.000,-13957.000,0.077,-0.695,0.090,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.344,0.000,0.000,-0.167,9.800,-0.088,-0.000,0.001,0.000,0.000,0.000
16.650,0,0,0.390,-2.686,-7.577,0.636,-4.383,-13.419,0.264,-2.562,-9.657,0.000,0.000,0.0116870,0.000,9144.000,0.013,1.331,0.331,0.298,918.268,28.166,822.135,0.039,9.991,-0.194,0.144,0.019,-0.036,-0.009,4282.000,-1291.000,-13974.000,0.078,-0.697,0.091,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.147,9.820,-0.206,-0.001,0.001,-0.001,0.000,0.000
16.751,0,0,0.418,-2.880,-7.722,0.652,-4.529,-13.387,0.318,-2.556,-9.643,0.000,0.000,0.0116870,0.000,9144.000,0.013,0.974,0.362,0.315,918.270,28.165,822.122,0.025,9.977,-0.215,0.180,-0.023,0.019,-0.075,4203.000,-1263.000,-14030.000,0.077,-0.696,0.090,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91871.383,27.339,0.000,0.000,-0.147,9.820,-0.206,-0.001,0.001,-0.001,0.000,0.000
16.852,0,0,0.445,-3.071,-7.834,0.679,-4.654,-13.326,0.449,-2.479,-9.615,0.000,0.000,0.0116870,0.000,9144.000,0.014,1.057,0.396,0.334,918.272,28.171,822.100,0.006,9.934,-0.180,0.266,-0.036,0.021,0.017,4163.000,-1255.000,-14040.000,0.075,-0.695,0.090,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.344,0.000,0.000,-0.039,9.800,-0.147,-0.000,0.001,-0.000,0.000,0.000
16.953,0,0,0.472,-3.255,-7.914,0.699,-4.761,-13.256,0.394,-2.430,-9.745,0.000,0.000,0.0116870,0.000,9144.000,0.014,1.354,0.430,0.341,918.271,28.174,822.106,0.013,10.049,-0.129,0.172,-0.023,0.119,-0.015,4236.000,-1280.000,-13971.000,0.075,-0.694,0.088,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.344,0.000,0.000,-0.039,9.800,-0.147,-0.000,0.001,-0.000,0.000,0.000
17.054,0,0,0.499,-3.432,-7.968,0.718,-4.864,-13.162,0.413,-2.513,-9.615,0.000,0.000,0.0116870,0.000,9144.000,0.014,1.509,0.466,0.360,918.273,28.168,822.086,-0.004,9.941,-0.230,0.244,0.004,-0.028,0.121,4191.000,-1313.000,-14010.000,0.072,-0.695,0.091,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.069,9.820,-0.137,-0.000,0.001,0.000,0.000,0.000
17.155,0,0,0.525,-3.601,-8.000,0.731,-4.960,-13.069,0.364,-2.580,-9.673,0.000,0.000,0.0116870,0.000,9144.000,0.014,1.379,0.503,0.374,918.274,28.171,822.085,-0.005,10.013,-0.208,0.251,0.072,-0.143,-0.011,4196.000,-1277.000,-13958.000,0.076,-0.697,0.093,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.069,9.820,-0.137,-0.000,0.001,0.000,0.000,0.000
17.256,0,0,0.548,-3.761,-8.013,0.737,-5.035,-12.969,0.313,-2.506,-9.627,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.005,0.542,0.392,918.273,28.168,822.095,0.005,9.948,-0.172,0.237,-0.023,-0.179,-0.104,4216.000,-1269.000,-13982.000,0.078,-0.699,0.089,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.108,9.790,-0.020,-0.000,0.000,-0.000,0.000,0.000
17.357,0,0,0.571,-3.910,-8.012,0.755,-5.105,-12.879,0.459,-2.573,-9.686,0.000,0.000,0.0116870,0.000,9144.000,0.015,0.671,0.583,0.405,918.273,28.168,822.094,0.005,10.027,-0.215,0.259,0.006,0.130,-0.017,4211.000,-1258.000,-13938.000,0.077,-0.694,0.091,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.108,9.790,-0.020,-0.000,0.000,-0.000,0.000,0.000
17.458,0,0,0.592,-4.048,-8.003,0.769,-5.161,-12.793,0.423,-2.553,-9.633,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.446,0.625,0.422,918.273,28.166,822.089,-0.003,9.970,-0.223,0.215,-0.013,0.060,-0.028,4185.000,-1243.000,-13922.000,0.076,-0.694,0.091,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.339,0.000,0.000,-0.108,9.790,-0.020,-0.000,0.000,-0.000,0.000,0.000
17.559,0,0,0.612,-4.174,-7.991,0.776,-5.204,-12.717,0.381,-2.525,-9.626,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.512,0.669,0.441,918.276,28.179,822.062,-0.031,9.955,-0.194,0.201,0.006,-0.006,-0.053,4209.000,-1251.000,-13945.000,0.077,-0.695,0.090,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.344,0.000,0.000,-0.128,9.732,-0.137,0.000,0.001,0.000,0.000,0.000
17.660,0,0,0.630,-4.288,-7.973,0.786,-5.246,-12.645,0.427,-2.624,-9.585,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.317,0.716,0.463,918.274,28.182,822.083,-0.016,9.941,-0.223,0.244,0.072,0.040,0.117,4223.000,-1248.000,-13963.000,0.076,-0.694,0.096,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.344,0.000,0.000,-0.128,9.732,-0.137,0.000,0.001,0.000,0.000,0.000
17.761,0,0,0.647,-4.391,-7.954,0.803,-5.270,-12.592,0.504,-2.528,-9.667,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.482,0.763,0.478,918.273,28.175,822.089,-0.013,9.999,-0.201,0.280,-0.094,0.053,0.032,4234.000,-1240.000,-13933.000,0.073,-0.693,0.092,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.059,9.839,-0.167,-0.000,0.001,-0.001,0.000,0.000
17.862,0,0,0.663,-4.483,-7.933,0.800,-5.287,-12.543,0.318,-2.541,-9.632,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.689,0.813,0.495,918.271,28.173,822.107,0.002,9.963,-0.244,0.136,-0.013,0.049,-0.092,4206.000,-1247.000,-13945.000,0.074,-0.695,0.090,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.059,9.839,-0.167,-0.000,0.001,-0.001,0.000,0.000
17.963,0,0,0.676,-4.562,-7.951,0.801,-5.287,-12.536,0.372,-2.443,-9.670,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.376,0.864,0.509,918.300,28.181,821.852,-0.254,9.977,-0.180,0.201,-0.036,-0.023,-0.124,4243.000,-1290.000,-13979.000,0.075,-0.696,0.086,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.339,0.000,0.000,-0.118,9.722,-0.216,0.000,0.001,-0.000,0.000,0.000
18.064,0,0,0.688,-4.630,-8.063,0.798,-5.282,-12.605,0.349,-2.460,-9.674,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.197,0.916,0.523,918.372,28.183,821.203,-0.903,9.984,-0.215,0.201,-0.023,0.006,0.094,4229.000,-1272.000,-13966.000,0.071,-0.696,0.089,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.339,0.000,0.000,-0.118,9.722,-0.216,0.000,0.001,-0.000,0.000,0.000
18.165,0,0,0.697,-4.688,-8.150,0.786,-5.275,-12.657,0.256,-2.483,-9.721,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.192,0.969,0.532,918.357,28.173,821.330,-0.775,10.034,-0.136,0.122,0.094,0.030,-0.017,4175.000,-1271.000,-13938.000,0.077,-0.696,0.090,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.344,0.000,0.000,-0.069,9.771,-0.088,-0.001,0.001,-0.000,0.000,0.000
18.266,0,0,0.705,-4.737,-8.225,0.791,-5.276,-12.697,0.437,-2.604,-9.701,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.036,1.024,0.543,918.352,28.172,821.380,-0.725,10.049,-0.158,0.266,0.098,-0.013,-0.019,4200.000,-1285.000,-13893.000,0.080,-0.695,0.093,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.344,0.000,0.000,-0.069,9.771,-0.088,-0.001,0.001,-0.000,0.000,0.000
18.367,0,0,0.712,-4.779,-8.260,0.792,-5.284,-12.700,0.399,-2.697,-9.640,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.243,1.080,0.560,918.325,28.173,821.627,-0.478,10.013,-0.208,0.237,0.053,-0.015,0.009,4202.000,-1300.000,-13910.000,0.081,-0.695,0.096,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.078,9.810,-0.137,-0.001,0.002,-0.000,0.000,0.000
18.468,0,0,0.717,-4.814,-8.266,0.781,-5.272,-12.678,0.290,-2.538,-9.594,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.259,1.138,0.581,918.303,28.174,821.818,-0.284,9.927,-0.108,0.108,-0.036,0.126,-0.019,4215.000,-1311.000,-13924.000,0.081,-0.694,0.093,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.344,0.000,0.000,-0.078,9.810,-0.137,-0.001,0.002,-0.000,0.000,0.000
18.569,0,0,0.721,-4.843,-8.234,0.780,-5.269,-12.630,0.384,-2.638,-9.581,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.299,1.198,0.604,918.274,28.175,822.080,-0.017,9.941,-0.187,0.187,0.021,0.077,-0.036,4230.000,-1314.000,-13898.000,0.082,-0.694,0.094,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.059,9.751,-0.088,0.000,0.001,-0.001,0.000,0.000
18.670,0,0,0.725,-4.868,-8.159,0.791,-5.274,-12.559,0.505,-2.731,-9.633,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.408,1.260,0.622,918.238,28.178,822.407,0.314,10.020,-0.215,0.244,0.049,0.132,-0.070,4188.000,-1289.000,-13942.000,0.083,-0.691,0.096,0.712,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.059,9.751,-0.088,0.000,0.001,-0.001,0.000,0.000
18.771,0,0,0.728,-4.889,-8.088,0.791,-5.282,-12.501,0.400,-2.780,-9.676,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.782,1.324,0.636,918.236,28.177,822.424,0.335,10.070,-0.251,0.187,0.004,0.047,-0.038,4200.000,-1284.000,-13884.000,0.082,-0.693,0.097,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.059,9.751,-0.088,0.000,0.001,-0.001,0.000,0.000
18.872,0,0,0.731,-4.907,-8.032,0.791,-5.263,-12.454,0.402,-2.518,-9.627,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.556,1.389,0.654,918.242,28.179,822.374,0.284,9.955,-0.172,0.215,-0.164,0.009,0.049,4212.000,-1277.000,-13904.000,0.076,-0.694,0.092,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.177,9.800,-0.147,-0.001,0.001,0.000,0.000,0.000
18.973,0,0,0.734,-4.920,-7.975,0.781,-5.240,-12.418,0.308,-2.475,-9.700,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.413,1.456,0.665,918.239,28.181,822.396,0.332,10.013,-0.187,0.144,-0.068,0.036,-0.049,4213.000,-1273.000,-13959.000,0.075,-0.696,0.088,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.177,9.800,-0.147,-0.001,0.001,0.000,0.000,0.000
19.074,0,0,0.735,-4.930,-7.925,0.774,-5.217,-12.382,0.338,-2.477,-9.625,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.218,1.524,0.683,918.250,28.182,822.300,0.324,9.941,-0.172,0.187,0.032,0.006,0.017,4216.000,-1270.000,-13863.000,0.075,-0.696,0.090,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91871.383,27.344,0.000,0.000,-0.128,9.771,-0.216,-0.000,0.000,-0.000,0.000,0.000
19.175,0,0,0.735,-4.936,-7.884,0.762,-5.210,-12.357,0.277,-2.629,-9.642,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.167,1.594,0.700,918.260,28.181,822.205,0.304,9.991,-0.330,0.158,-0.013,0.021,-0.013,4237.000,-1254.000,-13934.000,0.072,-0.697,0.092,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91871.383,27.344,0.000,0.000,-0.128,9.771,-0.216,-0.000,0.000,-0.000,0.000,0.000
19.276,0,0,0.735,-4.941,-7.842,0.770,-5.199,-12.340,0.484,-2.581,-9.722,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.097,1.665,0.709,918.264,28.177,822.176,0.347,10.063,-0.223,0.309,0.034,0.006,0.077,4245.000,-1270.000,-13946.000,0.073,-0.694,0.094,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91871.383,27.344,0.000,0.000,-0.147,9.830,-0.128,-0.000,0.000,0.000,0.000,0.000
19.377,0,0,0.735,-4.944,-7.797,0.767,-5.184,-12.315,0.373,-2.548,-9.644,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.448,1.737,0.726,918.262,28.179,822.190,0.408,9.977,-0.187,0.230,0.026,-0.075,-0.036,4192.000,-1269.000,-14035.000,0.076,-0.696,0.093,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91871.383,27.344,0.000,0.000,-0.147,9.830,-0.128,-0.000,0.000,0.000,0.000,0.000
19.478,0,0,0.735,-4.945,-7.755,0.763,-5.163,-12.298,0.359,-2.473,-9.685,0.000,0.000,0.0116870,0.000,9144.000,0.015,1.172,1.811,0.738,918.264,28.183,822.170,0.415,9.999,-0.144,0.215,-0.038,-0.034,-0.004,4181.000,-1267.000,-13991.000,0.076,-0.696,0.090,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.344,0.000,0.000,-0.255,9.692,-0.118,-0.001,0.001,-0.001,0.000,0.000
