State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),DPS368 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
32.399,0,0,0.921,-4.993,-8.012,0.952,-4.923,-12.525,0.450,-2.272,-9.790,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.235,24.676,2.637,918.280,28.231,822.028,0.055,10.056,-0.115,0.251,0.023,0.019,0.083,4197.000,-1256.000,-13962.000,0.069,-0.695,0.083,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.216,9.820,-0.255,0.000,0.000,-0.000,0.000,0.000
32.500,0,0,0.922,-4.974,-8.080,0.951,-4.906,-12.574,0.477,-2.447,-9.704,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.390,24.940,2.648,918.334,28.236,821.544,-0.432,10.013,-0.237,0.251,0.068,0.064,-0.036,4223.000,-1284.000,-13987.000,0.071,-0.694,0.086,0.712,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.167,9.839,-0.196,-0.000,0.000,-0.000,0.000,0.000
32.601,0,0,0.922,-4.955,-8.197,0.944,-4.888,-12.649,0.417,-2.429,-9.637,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.600,25.207,2.665,918.377,28.230,821.158,-0.823,9.941,-0.251,0.223,-0.013,-0.015,-0.098,4195.000,-1274.000,-13887.000,0.071,-0.695,0.085,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.167,9.839,-0.196,-0.000,0.000,-0.000,0.000,0.000
32.702,0,0,0.922,-4.936,-8.278,0.942,-4.860,-12.692,0.461,-2.325,-9.644,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.398,25.475,2.682,918.355,28.232,821.356,-0.632,9.927,-0.172,0.244,-0.023,0.030,-0.053,4200.000,-1261.000,-13895.000,0.071,-0.694,0.083,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.294,9.790,0.020,-0.000,-0.000,0.000,0.000,0.000
32.803,0,0,0.921,-4.917,-8.350,0.928,-4.842,-12.728,0.348,-2.403,-9.666,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.488,25.745,2.696,918.354,28.230,821.365,-0.629,9.963,-0.180,0.208,0.066,-0.104,-0.013,4181.000,-1255.000,-14017.000,0.073,-0.697,0.086,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.294,9.790,0.020,-0.000,-0.000,0.000,0.000,0.000
32.904,0,0,0.919,-4.898,-8.400,0.910,-4.832,-12.749,0.306,-2.480,-9.716,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.046,26.015,2.706,918.340,28.236,821.489,-0.512,10.027,-0.237,0.187,0.004,-0.011,0.053,4202.000,-1247.000,-13928.000,0.071,-0.697,0.088,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.356,0.000,0.000,-0.069,9.830,-0.108,0.000,0.000,-0.000,0.000,0.000
33.005,0,0,0.915,-4.880,-8.432,0.893,-4.815,-12.751,0.316,-2.397,-9.668,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.026,26.287,2.720,918.330,28.235,821.577,-0.430,9.963,-0.158,0.187,0.011,-0.013,-0.032,4174.000,-1241.000,-13931.000,0.073,-0.697,0.087,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-1.219,91891.641,27.356,0.000,0.000,-0.069,9.830,-0.108,0.000,0.000,-0.000,0.000,0.000
33.106,0,0,0.911,-4.862,-8.406,0.892,-4.802,-12.708,0.461,-2.429,-9.670,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.014,26.561,2.734,918.286,28.236,821.976,-0.037,9.977,-0.129,0.237,0.055,0.147,0.096,4229.000,-1250.000,-13906.000,0.074,-0.693,0.090,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.147,9.810,-0.226,0.000,0.000,0.000,0.000,0.000
33.207,0,0,0.906,-4.844,-8.360,0.882,-4.790,-12.667,0.385,-2.429,-9.792,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.612,26.834,2.736,918.270,28.232,822.115,0.100,10.092,-0.208,0.187,-0.102,0.030,-0.049,4196.000,-1260.000,-13973.000,0.071,-0.695,0.086,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.147,9.810,-0.226,0.000,0.000,0.000,0.000,0.000
33.308,0,0,0.902,-4.828,-8.324,0.877,-4.787,-12.624,0.420,-2.510,-9.675,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.416,27.109,2.749,918.275,28.237,822.071,0.050,9.999,-0.208,0.244,0.104,-0.040,-0.038,4219.000,-1282.000,-13886.000,0.075,-0.695,0.089,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.118,9.761,-0.206,0.000,0.000,0.000,0.000,0.000
33.409,0,0,0.897,-4.813,-8.296,0.870,-4.788,-12.584,0.400,-2.535,-9.609,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.296,27.386,2.769,918.280,28.244,822.026,-0.000,9.941,-0.208,0.230,0.036,0.032,0.134,4219.000,-1247.000,-13921.000,0.073,-0.695,0.093,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.118,9.761,-0.206,0.000,0.000,0.000,0.000,0.000
33.510,0,0,0.892,-4.800,-8.265,0.851,-4.792,-12.554,0.287,-2.572,-9.698,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.404,27.664,2.780,918.282,28.245,822.009,0.028,10.034,-0.187,0.158,0.040,-0.030,-0.034,4182.000,-1282.000,-13927.000,0.077,-0.696,0.093,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.118,9.761,-0.206,0.000,0.000,0.000,0.000,0.000
33.611,0,0,0.886,-4.788,-8.223,0.849,-4.791,-12.520,0.443,-2.504,-9.712,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.071,27.943,2.790,918.282,28.239,822.013,0.116,10.034,-0.180,0.244,-0.064,0.079,-0.002,4211.000,-1290.000,-13926.000,0.075,-0.694,0.090,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.039,9.761,-0.186,0.001,0.000,0.001,0.000,0.000
33.712,0,0,0.880,-4.777,-8.176,0.841,-4.791,-12.481,0.381,-2.511,-9.690,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.454,28.223,2.802,918.283,28.242,822.004,0.174,10.013,-0.194,0.208,0.000,-0.013,-0.023,4238.000,-1278.000,-13947.000,0.075,-0.695,0.090,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.039,9.761,-0.186,0.001,0.000,0.001,0.000,0.000
33.813,0,0,0.874,-4.767,-8.117,0.831,-4.785,-12.439,0.363,-2.453,-9.705,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.286,28.505,2.813,918.278,28.238,822.047,0.283,10.013,-0.165,0.201,-0.032,0.006,0.043,4185.000,-1269.000,-13933.000,0.074,-0.696,0.089,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.137,9.751,-0.098,0.000,0.000,0.000,0.000,0.000
33.914,0,0,0.868,-4.757,-8.039,0.828,-4.780,-12.381,0.432,-2.447,-9.660,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.235,28.787,2.828,918.266,28.231,822.156,0.447,9.970,-0.172,0.259,-0.002,-0.040,-0.066,4196.000,-1286.000,-13990.000,0.075,-0.695,0.087,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.137,9.751,-0.098,0.000,0.000,0.000,0.000,0.000
34.015,0,0,0.861,-4.748,-7.959,0.810,-4.781,-12.322,0.267,-2.507,-9.627,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.244,29.072,2.846,918.265,28.227,822.167,0.506,9.948,-0.194,0.144,0.049,-0.038,-0.083,4208.000,-1260.000,-13901.000,0.078,-0.697,0.088,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.157,9.820,-0.137,-0.000,-0.000,0.001,0.000,0.000
34.116,0,0,0.854,-4.739,-7.887,0.796,-4.767,-12.286,0.314,-2.351,-9.752,0.000,0.000,0.0116870,0.000,9144.000,0.016,0.927,29.357,2.852,918.266,28.227,822.151,0.495,10.034,-0.057,0.165,-0.047,0.053,0.119,4179.000,-1259.000,-13883.000,0.075,-0.696,0.087,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.157,9.820,-0.137,-0.000,-0.000,0.001,0.000,0.000
34.217,0,0,0.846,-4.731,-7.820,0.783,-4.769,-12.249,0.312,-2.507,-9.671,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.085,29.644,2.866,918.263,28.235,822.177,0.511,9.991,-0.187,0.201,0.040,-0.077,-0.015,4221.000,-1223.000,-13974.000,0.076,-0.697,0.089,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.108,9.790,-0.137,0.000,0.000,-0.000,0.000,0.000
34.318,0,0,0.838,-4.724,-7.759,0.774,-4.785,-12.216,0.358,-2.648,-9.633,0.000,0.000,0.0116870,0.000,9144.000,0.016,0.901,29.932,2.884,918.264,28.234,822.170,0.502,9.991,-0.259,0.215,0.072,0.038,0.002,4217.000,-1257.000,-13880.000,0.077,-0.696,0.094,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.108,9.790,-0.137,0.000,0.000,-0.000,0.000,0.000
34.419,0,0,0.830,-4.718,-7.706,0.773,-4.785,-12.195,0.421,-2.475,-9.682,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.181,30.222,2.896,918.265,28.227,822.160,0.492,9.999,-0.144,0.251,-0.064,-0.030,-0.058,4229.000,-1276.000,-13946.000,0.077,-0.695,0.089,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.059,9.849,-0.118,0.000,-0.000,0.000,0.000,0.000
34.520,0,0,0.823,-4.713,-7.664,0.775,-4.784,-12.183,0.455,-2.474,-9.667,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.222,30.513,2.911,918.265,28.238,822.167,0.453,9.984,-0.151,0.251,-0.006,0.043,0.034,4194.000,-1230.000,-13853.000,0.076,-0.694,0.090,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.059,9.849,-0.118,0.000,-0.000,0.000,0.000,0.000
34.621,0,0,0.816,-4.709,-7.630,0.761,-4.796,-12.174,0.294,-2.594,-9.634,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.454,30.806,2.928,918.257,28.232,822.235,0.435,9.977,-0.223,0.187,0.051,-0.081,0.124,4220.000,-1269.000,-13910.000,0.075,-0.697,0.094,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.059,9.849,-0.118,0.000,-0.000,0.000,0.000,0.000
34.722,0,0,0.809,-4.707,-7.604,0.752,-4.813,-12.173,0.334,-2.639,-9.646,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.034,31.100,2.945,918.254,28.243,822.266,0.402,9.999,-0.309,0.230,-0.047,-0.055,-0.060,4215.000,-1268.000,-13952.000,0.073,-0.697,0.093,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.186,9.741,-0.078,0.000,-0.001,-0.000,0.000,0.000
34.823,0,0,0.801,-4.706,-7.564,0.751,-4.822,-12.163,0.406,-2.571,-9.652,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.014,31.396,2.961,918.232,28.231,822.459,0.527,9.991,-0.223,0.244,0.017,0.040,0.000,4188.000,-1269.000,-14003.000,0.074,-0.695,0.093,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.186,9.741,-0.078,0.000,-0.001,-0.000,0.000,0.000
34.924,0,0,0.794,-4.707,-7.511,0.732,-4.845,-12.146,0.238,-2.698,-9.681,0.000,0.000,0.0116870,0.000,9144.000,0.016,1.324,31.693,2.973,918.211,28.239,822.653,0.654,10.049,-0.237,0.165,0.104,-0.117,-0.004,4188.000,-1214.000,-14009.000,0.079,-0.698,0.096,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,1.524,91861.242,27.350,0.000,0.000,-0.177,9.761,-0.177,0.000,0.000,0.000,0.000,0.000
35.025,0,0,0.786,-4.709,-7.484,0.726,-4.861,-12.146,0.350,-2.637,-9.634,0.000,0.000,0.0116870,0.000,9144.000,0.017,0.804,31.993,2.991,918.220,28.236,822.568,0.509,9.991,-0.144,0.215,0.045,0.015,-0.038,4207.000,-1260.000,-13920.000,0.082,-0.696,0.096,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,1.524,91861.242,27.350,0.000,0.000,-0.177,9.761,-0.177,0.000,0.000,0.000,0.000,0.000
35.126,0,0,0.779,-4.713,-7.500,0.718,-4.871,-12.179,0.329,-2.583,-9.643,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.065,32.293,3.008,918.249,28.242,822.308,0.232,9.984,-0.230,0.187,-0.143,0.058,0.096,4230.000,-1275.000,-14014.000,0.074,-0.696,0.094,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.029,9.761,-0.147,0.000,0.001,0.001,0.000,0.000
35.227,0,0,0.772,-4.716,-7.512,0.728,-4.875,-12.209,0.502,-2.516,-9.676,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.224,32.595,3.021,918.245,28.244,822.346,0.264,10.006,-0.108,0.294,0.040,0.058,0.181,4207.000,-1237.000,-13944.000,0.075,-0.693,0.096,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.029,9.761,-0.147,0.000,0.001,0.001,0.000,0.000
35.328,0,0,0.766,-4.720,-7.559,0.729,-4.888,-12.259,0.418,-2.611,-9.632,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.624,32.899,3.039,918.271,28.235,822.112,0.020,9.984,-0.165,0.237,0.049,-0.036,-0.023,4197.000,-1271.000,-13981.000,0.079,-0.694,0.095,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.118,9.761,-0.118,-0.000,0.000,0.000,0.000,0.000
35.429,0,0,0.761,-4.725,-7.616,0.735,-4.901,-12.313,0.460,-2.610,-9.639,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.392,33.205,3.056,918.279,28.239,822.037,-0.068,9.991,-0.201,0.251,-0.043,0.079,0.113,4159.000,-1299.000,-14001.000,0.075,-0.693,0.096,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.118,9.761,-0.118,-0.000,0.000,0.000,0.000,0.000
35.530,0,0,0.757,-4.731,-7.671,0.734,-4.917,-12.354,0.392,-2.653,-9.555,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.639,33.513,3.081,918.279,28.235,822.041,-0.080,9.920,-0.208,0.215,0.058,-0.002,0.013,4224.000,-1271.000,-13998.000,0.078,-0.694,0.097,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.108,9.849,-0.167,0.000,-0.000,0.000,0.000,0.000
35.631,0,0,0.753,-4.738,-7.736,0.731,-4.943,-12.397,0.358,-2.745,-9.539,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.440,33.824,3.109,918.287,28.241,821.964,-0.179,9.927,-0.259,0.215,0.049,-0.079,-0.181,4234.000,-1299.000,-13975.000,0.083,-0.695,0.096,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.108,9.849,-0.167,0.000,-0.000,0.000,0.000,0.000
35.732,0,0,0.749,-4.746,-7.794,0.728,-4.954,-12.438,0.371,-2.607,-9.596,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.118,34.137,3.130,918.283,28.248,821.999,-0.170,9.948,-0.136,0.180,-0.026,0.117,0.047,4219.000,-1254.000,-13939.000,0.081,-0.694,0.096,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.344,0.000,0.000,-0.128,9.830,-0.206,-0.001,0.000,-0.001,0.000,0.000
35.833,0,0,0.745,-4.755,-7.849,0.732,-4.976,-12.464,0.424,-2.715,-9.500,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.410,34.453,3.161,918.280,28.247,822.031,-0.179,9.884,-0.230,0.237,0.036,-0.004,-0.089,4216.000,-1289.000,-13961.000,0.083,-0.694,0.096,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.344,0.000,0.000,-0.128,9.830,-0.206,-0.001,0.000,-0.001,0.000,0.000
35.934,0,0,0.744,-4.765,-7.912,0.767,-4.984,-12.514,0.740,-2.588,-9.714,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.381,34.770,3.171,918.284,28.251,821.988,-0.273,10.070,-0.029,0.431,0.021,0.006,-0.036,4195.000,-1323.000,-13906.000,0.086,-0.690,0.095,0.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.344,0.000,0.000,-0.128,9.830,-0.206,-0.001,0.000,-0.001,0.000,0.000
36.035,0,0,0.752,-4.771,-7.987,0.937,-4.936,-12.772,2.082,-2.036,-11.789,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.935,35.067,2.973,918.286,28.245,821.977,-0.324,11.967,1.156,1.710,0.081,-0.004,0.038,4205.000,-1291.000,-13918.000,0.088,-0.690,0.099,0.712,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.020,9.947,-0.186,-0.001,0.000,-0.001,0.000,0.000
36.136,0,0,0.758,-4.778,-8.056,0.738,-4.989,-12.734,-1.568,-3.032,-8.993,0.000,0.000,0.0116870,0.000,9144.000,0.017,1.915,35.373,3.054,918.280,28.246,822.032,-0.284,9.539,-0.611,-1.077,-0.009,-0.089,-0.130,4207.000,-1269.000,-13949.000,0.084,-0.718,0.102,0.684,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.350,0.000,0.000,-0.020,9.947,-0.186,-0.001,0.000,-0.001,0.000,0.000
36.237,0,0,0.753,-4.790,-8.118,0.698,-5.076,-12.756,-0.006,-3.380,-9.648,0.000,0.000,0.0116870,0.000,9144.000,0.017,-2.516,35.680,3.071,918.280,28.248,822.030,-0.303,10.192,-0.754,0.237,-0.015,0.081,0.030,4189.000,-1257.000,-13967.000,0.074,-0.705,0.111,0.696,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.350,0.000,0.000,-0.334,10.222,-0.961,0.008,0.003,0.006,0.000,0.000
36.338,0,0,0.744,-4.806,-8.175,0.657,-5.103,-12.762,-0.016,-2.802,-9.528,0.000,0.000,0.0116870,0.000,9144.000,0.017,-0.363,35.990,3.099,918.282,28.248,822.007,-0.321,9.927,-0.309,0.079,-0.077,0.062,0.077,4206.000,-1271.000,-13932.000,0.073,-0.702,0.106,0.700,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.350,0.000,0.000,-0.334,10.222,-0.961,0.008,0.003,0.006,0.000,0.000
36.439,0,0,0.735,-4.824,-8.225,0.659,-5.142,-12.794,0.412,-2.921,-9.846,0.000,0.000,0.0116870,0.000,9144.000,0.017,0.210,36.299,3.095,918.283,28.249,821.998,-0.317,10.264,-0.395,0.359,-0.075,0.032,0.190,4225.000,-1206.000,-13869.000,0.068,-0.696,0.106,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.883,9.839,-0.334,0.003,0.002,-0.001,0.000,0.000
36.540,0,0,0.728,-4.843,-8.268,0.696,-5.176,-12.785,0.748,-2.885,-9.513,0.000,0.000,0.0116870,0.000,9144.000,0.018,1.186,36.612,3.125,918.283,28.250,821.997,-0.306,9.948,-0.352,0.546,0.075,-0.089,-0.062,4177.000,-1223.000,-13915.000,0.075,-0.691,0.106,0.711,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.883,9.839,-0.334,0.003,0.002,-0.001,0.000,0.000
36.641,0,0,0.723,-4.863,-8.301,0.694,-5.188,-12.806,0.353,-2.677,-9.890,0.000,0.000,0.0116870,0.000,9144.000,0.018,1.917,36.923,3.117,918.283,28.250,822.004,-0.271,10.250,-0.050,0.180,0.026,-0.038,-0.002,4185.000,-1255.000,-14006.000,0.082,-0.694,0.100,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.196,9.575,0.088,-0.002,0.000,-0.001,0.000,0.000
36.742,0,0,0.717,-4.882,-8.324,0.668,-5.195,-12.782,0.126,-2.632,-9.519,0.000,0.000,0.0116870,0.000,9144.000,0.018,1.354,37.238,3.146,918.281,28.236,822.016,-0.233,9.876,-0.122,0.022,-0.013,0.030,-0.100,4215.000,-1277.000,-14000.000,0.086,-0.697,0.096,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.196,9.575,0.088,-0.002,0.000,-0.001,0.000,0.000
36.843,0,0,0.711,-4.900,-8.336,0.666,-5.229,-12.761,0.349,-2.916,-9.613,0.000,0.000,0.0116870,0.000,9144.000,0.018,0.824,37.555,3.166,918.281,28.248,822.015,-0.191,10.042,-0.388,0.237,-0.023,0.040,0.107,4235.000,-1294.000,-13944.000,0.078,-0.695,0.102,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.157,9.653,0.059,-0.002,0.000,-0.002,0.000,0.000
36.944,0,0,0.705,-4.920,-8.341,0.664,-5.259,-12.717,0.356,-2.886,-9.415,0.000,0.000,0.0116870,0.000,9144.000,0.018,1.202,37.875,3.205,918.286,28.240,821.972,-0.167,9.848,-0.244,0.230,0.168,-0.028,-0.055,4183.000,-1314.000,-13978.000,0.086,-0.694,0.105,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.157,9.653,0.059,-0.002,0.000,-0.002,0.000,0.000
37.045,0,0,0.699,-4.942,-8.332,0.653,-5.302,-12.667,0.253,-3.026,-9.427,0.000,0.000,0.0116870,0.000,9144.000,0.018,1.204,38.199,3.243,918.286,28.255,821.977,-0.103,9.898,-0.294,0.187,0.083,-0.085,0.002,4197.000,-1273.000,-13986.000,0.088,-0.696,0.109,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.157,9.653,0.059,-0.002,0.000,-0.002,0.000,0.000
37.146,0,0,0.694,-4.964,-8.317,0.667,-5.322,-12.624,0.509,-2.809,-9.505,0.000,0.000,0.0116870,0.000,9144.000,0.018,0.904,38.527,3.274,918.286,28.248,821.974,-0.079,9.920,-0.065,0.309,-0.002,0.036,-0.053,4206.000,-1286.000,-13951.000,0.092,-0.692,0.105,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001,0.000,0.000
37.324,0,0,0.738,-5.382,-9.204,0.670,-5.510,-12.988,0.239,-2.661,-8.313,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.447,38.869,3.424,918.286,28.247,821.975,-0.046,8.727,-0.273,0.115,-0.017,0.021,-0.053,4202.000,-1244.000,-13871.000,0.090,-0.694,0.106,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.108,9.810,0.088,-0.002,0.000,0.000,0.000,0.000
